識別號,漢字,漢字標音,常用度,切音,字韻,聲調,舒促聲,聲,韻,調,雅俗通標音,十五音標音,聲母號,韻母號,
3213,鯹,sing1,0.45 ,時,經,上平,舒聲,s,ing,1,經上平聲時,經一時,10,17,
3214,曐,sing1,0.45 ,時,經,上平,舒聲,s,ing,1,經上平聲時,經一時,10,17,
3215,聲,sing1,0.45 ,時,經,上平,舒聲,s,ing,1,經上平聲時,經一時,10,17,
3216,㮱,sing1,0.45 ,時,經,上平,舒聲,s,ing,1,經上平聲時,經一時,10,17,
3217,英,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3218,偀,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3219,媖,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3220,瑛,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3221,楧,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3222,櫻,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3223,嚶,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3224,瓔,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3225,孾,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3226,嬰,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3227,攖,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3228,癭,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3229,罌,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3230,纓,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3231,賏,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3232,鸚,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3233,鶯,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3234,鸎,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3235,鷹,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3236,薨,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3237,轟,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3238,焸,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3239,應,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3240,膺,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3241,蘡,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3242,癰,qing1,0.45 ,英,經,上平,舒聲,q,ing,1,經上平聲英,經一英,11,17,
3243,清,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3244,僜,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3245,稱,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3246,穪,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3247,称,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3248,偁,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3249,青,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3250,圊,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3251,鯖,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3252,檉,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3253,蟶,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3254,頳,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3255,餳,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3256,菁,cing1,0.45 ,出,經,上平,舒聲,c,ing,1,經上平聲出,經一出,14,17,
3257,亨,hing1,0.45 ,喜,經,上平,舒聲,h,ing,1,經上平聲喜,經一喜,15,17,
3258,兄,hing1,0.45 ,喜,經,上平,舒聲,h,ing,1,經上平聲喜,經一喜,15,17,
3259,馨,hing1,0.45 ,喜,經,上平,舒聲,h,ing,1,經上平聲喜,經一喜,15,17,
3260,胸,hing1,0.45 ,喜,經,上平,舒聲,h,ing,1,經上平聲喜,經一喜,15,17,
3261,冷,ling2,0.45 ,柳,經,上上,舒聲,l,ing,2,經上上聲柳,經二柳,1,17,
3262,𦊓,ling2,0.45 ,柳,經,上上,舒聲,l,ing,2,經上上聲柳,經二柳,1,17,
3263,嶺,ling2,0.45 ,柳,經,上上,舒聲,l,ing,2,經上上聲柳,經二柳,1,17,
3264,領,ling2,0.45 ,柳,經,上上,舒聲,l,ing,2,經上上聲柳,經二柳,1,17,
3265,濘,ling2,0.45 ,柳,經,上上,舒聲,l,ing,2,經上上聲柳,經二柳,1,17,
3266,炳,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3267,丙,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3268,眪,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3269,秉,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3270,併,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3271,屏,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3272,摒,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3273,庰,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3274,偋,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3275,𠌸,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3276,屛,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3277,迸,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3278,𡾛,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3279,餅,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3280,鞞,ping2,0.45 ,邊,經,上上,舒聲,p,ing,2,經上上聲邊,經二邊,2,17,
3281,景,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3282,憬,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3283,璟,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3284,儆,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3285,憼,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3286,警,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3287,竟,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3288,境,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3289,耿,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3290,褧,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3291,絅,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3292,迥,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3293,炯,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3294,烱,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3295,泂,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3296,夐,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3297,熲,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3298,哽,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3299,鯁,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3300,骾,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3301,剄,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3302,拱,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3303,栱,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3304,梘,king2,0.45 ,求,經,上上,舒聲,k,ing,2,經上上聲求,經二求,3,17,
3305,頃,khing2,0.45 ,去,經,上上,舒聲,kh,ing,2,經上上聲去,經二去,4,17,
3306,傾,khing2,0.45 ,去,經,上上,舒聲,kh,ing,2,經上上聲去,經二去,4,17,
3307,肯,khing2,0.45 ,去,經,上上,舒聲,kh,ing,2,經上上聲去,經二去,4,17,
3308,肎,khing2,0.45 ,去,經,上上,舒聲,kh,ing,2,經上上聲去,經二去,4,17,
3309,檾,khing2,0.45 ,去,經,上上,舒聲,kh,ing,2,經上上聲去,經二去,4,17,
3310,䔛,khing2,0.45 ,去,經,上上,舒聲,kh,ing,2,經上上聲去,經二去,4,17,
3311,頂,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3312,嵿,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3313,町,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3314,酊,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3315,鼎,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3316,𪔂,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3317,等,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3318,戥,ting2,0.45 ,地,經,上上,舒聲,t,ing,2,經上上聲地,經二地,5,17,
3319,㑟,phing2,0.45 ,頗,經,上上,舒聲,ph,ing,2,經上上聲頗,經二頗,6,17,
3320,剻,phing2,0.45 ,頗,經,上上,舒聲,ph,ing,2,經上上聲頗,經二頗,6,17,
3321,逞,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3322,郢,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3323,侱,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3324,徎,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3325,鞓,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3326,𠏫,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3327,𡈼,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3328,侹,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3329,梃,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3330,挺,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3331,艇,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3332,頲,thing2,0.45 ,他,經,上上,舒聲,th,ing,2,經上上聲他,經二他,7,17,
3333,井,zing2,0.45 ,曾,經,上上,舒聲,z,ing,2,經上上聲曾,經二曾,8,17,
3334,整,zing2,0.45 ,曾,經,上上,舒聲,z,ing,2,經上上聲曾,經二曾,8,17,
3335,愸,zing2,0.45 ,曾,經,上上,舒聲,z,ing,2,經上上聲曾,經二曾,8,17,
3336,𤿆,zing2,0.45 ,曾,經,上上,舒聲,z,ing,2,經上上聲曾,經二曾,8,17,
3337,晸,zing2,0.45 ,曾,經,上上,舒聲,z,ing,2,經上上聲曾,經二曾,8,17,
3338,省,sing2,0.45 ,時,經,上上,舒聲,s,ing,2,經上上聲時,經二時,10,17,
3339,偗,sing2,0.45 ,時,經,上上,舒聲,s,ing,2,經上上聲時,經二時,10,17,
3340,㾪,sing2,0.45 ,時,經,上上,舒聲,s,ing,2,經上上聲時,經二時,10,17,
3341,眚,sing2,0.45 ,時,經,上上,舒聲,s,ing,2,經上上聲時,經二時,10,17,
3342,醒,sing2,0.45 ,時,經,上上,舒聲,s,ing,2,經上上聲時,經二時,10,17,
3343,永,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3344,𬽃,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3345,𣱵,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3346,栐,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3347,穎,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3348,頴,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3349,㯋,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3350,潁,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3351,巊,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3352,影,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3353,景,qing2,0.45 ,英,經,上上,舒聲,q,ing,2,經上上聲英,經二英,11,17,
3354,猛,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3355,艋,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3356,蜢,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3357,酩,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3358,茗,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3359,佲,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3360,𠋶,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3361,皿,bing2,0.45 ,門,經,上上,舒聲,b,ing,2,經上上聲門,經二門,12,17,
3362,矨,ging2,0.45 ,語,經,上上,舒聲,g,ing,2,經上上聲語,經二語,13,17,
3363,請,cing2,0.45 ,出,經,上上,舒聲,c,ing,2,經上上聲出,經二出,14,17,
3364,悻,hing2,0.45 ,喜,經,上上,舒聲,h,ing,2,經上上聲喜,經二喜,15,17,
3365,緈,hing2,0.45 ,喜,經,上上,舒聲,h,ing,2,經上上聲喜,經二喜,15,17,
3366,幷,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3367,并,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3368,併,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3369,倂,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3370,恲,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3371,柄,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3372,𥦜,ping3,0.45 ,邊,經,上去,舒聲,p,ing,3,經上去聲邊,經三邊,2,17,
3373,徑,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3374,俓,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3375,逕,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3376,桱,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3377,亙,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3378,更,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3379,敬,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3380,曔,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3381,鏡,king3,0.45 ,求,經,上去,舒聲,k,ing,3,經上去聲求,經三求,3,17,
3382,慶,khing3,0.45 ,去,經,上去,舒聲,kh,ing,3,經上去聲去,經三去,4,17,
3383,声,khing3,0.45 ,去,經,上去,舒聲,kh,ing,3,經上去聲去,經三去,4,17,
3384,磬,khing3,0.45 ,去,經,上去,舒聲,kh,ing,3,經上去聲去,經三去,4,17,
3385,罄,khing3,0.45 ,去,經,上去,舒聲,kh,ing,3,經上去聲去,經三去,4,17,
3386,𥥻,khing3,0.45 ,去,經,上去,舒聲,kh,ing,3,經上去聲去,經三去,4,17,
3387,訂,ting3,0.45 ,地,經,上去,舒聲,t,ing,3,經上去聲地,經三地,5,17,
3388,釘,ting3,0.45 ,地,經,上去,舒聲,t,ing,3,經上去聲地,經三地,5,17,
3389,鐙,ting3,0.45 ,地,經,上去,舒聲,t,ing,3,經上去聲地,經三地,5,17,
3390,嶝,ting3,0.45 ,地,經,上去,舒聲,t,ing,3,經上去聲地,經三地,5,17,
3391,磴,ting3,0.45 ,地,經,上去,舒聲,t,ing,3,經上去聲地,經三地,5,17,
3392,聘,phing3,0.45 ,頗,經,上去,舒聲,ph,ing,3,經上去聲頗,經三頗,6,17,
3393,騁,phing3,0.45 ,頗,經,上去,舒聲,ph,ing,3,經上去聲頗,經三頗,6,17,
3394,拼,phing3,0.45 ,頗,經,上去,舒聲,ph,ing,3,經上去聲頗,經三頗,6,17,
3395,聽,thing3,0.45 ,他,經,上去,舒聲,th,ing,3,經上去聲他,經三他,7,17,
3396,㒉,thing3,0.45 ,他,經,上去,舒聲,th,ing,3,經上去聲他,經三他,7,17,
3397,撑,thing3,0.45 ,他,經,上去,舒聲,th,ing,3,經上去聲他,經三他,7,17,
3398,撐,thing3,0.45 ,他,經,上去,舒聲,th,ing,3,經上去聲他,經三他,7,17,
3399,濎,thing3,0.45 ,他,經,上去,舒聲,th,ing,3,經上去聲他,經三他,7,17,
3400,𤃶,thing3,0.45 ,他,經,上去,舒聲,th,ing,3,經上去聲他,經三他,7,17,
3401,正,zing3,0.45 ,曾,經,上去,舒聲,z,ing,3,經上去聲曾,經三曾,8,17,
3402,政,zing3,0.45 ,曾,經,上去,舒聲,z,ing,3,經上去聲曾,經三曾,8,17,
3403,姓,sing3,0.45 ,時,經,上去,舒聲,s,ing,3,經上去聲時,經三時,10,17,
3404,性,sing3,0.45 ,時,經,上去,舒聲,s,ing,3,經上去聲時,經三時,10,17,
3405,貹,sing3,0.45 ,時,經,上去,舒聲,s,ing,3,經上去聲時,經三時,10,17,
3406,聖,sing3,0.45 ,時,經,上去,舒聲,s,ing,3,經上去聲時,經三時,10,17,
3407,應,qing3,0.45 ,英,經,上去,舒聲,q,ing,3,經上去聲英,經三英,11,17,
3408,譍,qing3,0.45 ,英,經,上去,舒聲,q,ing,3,經上去聲英,經三英,11,17,
3409,𤹥,qing3,0.45 ,英,經,上去,舒聲,q,ing,3,經上去聲英,經三英,11,17,
3410,倀,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3411,掅,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3412,秤,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3413,稱,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3414,襯,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3415,䞋,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3416,擤,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3417,𢔤,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3418,𧶸,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3419,凊,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3420,倩,cing3,0.45 ,出,經,上去,舒聲,c,ing,3,經上去聲出,經三出,14,17,
3421,啈,hing3,0.45 ,喜,經,上去,舒聲,h,ing,3,經上去聲喜,經三喜,15,17,
3422,興,hing3,0.45 ,喜,經,上去,舒聲,h,ing,3,經上去聲喜,經三喜,15,17,
3423,嬹,hing3,0.45 ,喜,經,上去,舒聲,h,ing,3,經上去聲喜,經三喜,15,17,
3424,臖,hing3,0.45 ,喜,經,上去,舒聲,h,ing,3,經上去聲喜,經三喜,15,17,
3425,䛭,hing3,0.45 ,喜,經,上去,舒聲,h,ing,3,經上去聲喜,經三喜,15,17,
3426,栗,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3427,㮚,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3428,傈,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3429,𠞉,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3430,𠜒,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3431,慄,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3432,篥,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3433,惄,lik4,0.45 ,柳,經,上入,促聲,l,ik,4,經上入聲柳,經四柳,1,18,
3434,伯,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3435,佰,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3436,百,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3437,柏,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3438,栢,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3439,迫,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3440,偪,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3441,逼,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3442,愊,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3443,煏,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3444,𥻅,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3445,檗,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3446,擘,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3447,壁,pik4,0.45 ,邊,經,上入,促聲,p,ik,4,經上入聲邊,經四邊,2,18,
3448,格,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3449,𢓜,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3450,𦓱,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3451,亟,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3452,殛,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3453,𡹪,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3454,假,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3455,𠍷,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3456,棘,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3457,㦘,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3458,激,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3459,氼,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3460,膈,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3461,嗝,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3462,㗆,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3463,隔,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3464,鬲,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3465,翮,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3466,𥴩,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3467,槅,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3468,戟,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3469,擊,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3470,狊,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3471,革,kik4,0.45 ,求,經,上入,促聲,k,ik,4,經上入聲求,經四求,3,18,
3472,克,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3473,剋,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3474,尅,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3475,勀,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3476,𠊬,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3477,客,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3478,刻,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3479,綌,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3480,虢,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
3481,闃,khik4,0.45 ,去,經,上入,促聲,kh,ik,4,經上入聲去,經四去,4,18,
