識別號,漢字,聲母,韻母,聲調,常用度,台語音標聲母,台語音標韻母,台語音標拼音,方音符號聲母,方音符號韻母,方音符號注音,聲母識別碼,韻母識別碼,聲調識別碼
9475,圉,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9476,俁,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9477,㒁,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9478,語,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9479,麌,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9480,擬,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9481,儗,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9482,薿,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9483,圄,語,居,上上,0.01 ,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9484,敔,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9485,檥,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9486,艤,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9487,蟻,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9488,禦,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9489,御,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9490,籞,語,居,上上,,g,i,gi2,ㆣ,ㄧ,ㆣㄧ2,13,57,2
9491,取,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9492,侈,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9493,偨,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9494,杵,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9495,處,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9496,䖏,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9497,処,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9498,齒,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9499,鼠,出,居,上上,0.01 ,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9500,癙,出,居,上上,,c,i,ci2,ㄘ,ㄧ,ㄘㄧ2,14,57,2
9501,喜,喜,居,上上,0.01 ,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9502,蟢,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9503,許,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9504,訏,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9505,栩,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9506,詡,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9507,煦,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9508,踽,喜,居,上上,,h,i,hi2,ㄏ,ㄧ,ㄏㄧ2,15,57,2
9509,剓,柳,居,上去,,l,i,li3,ㄌ,ㄧ,ㄌㄧ3,1,57,3
9510,庇,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9511,泌,邊,居,上去,0.01 ,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9512,秘,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9513,祕,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9514,苾,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9515,毖,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9516,閟,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9517,飶,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9518,駜,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9519,閉,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9520,臂,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9521,費,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9522,貱,邊,居,上去,0.01 ,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9523,賁,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9524,𧷍,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9525,嬖,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9526,轡,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9527,畀,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9528,畁,邊,居,上去,0.01 ,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9529,淠,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9530,𣴪,邊,居,上去,0.10 ,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9531,痹,邊,居,上去,0.01 ,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9532,芘,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9533,怭,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9534,㿫,邊,居,上去,,p,i,pi3,ㄅ,ㄧ,ㄅㄧ3,2,57,3
9535,記,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9536,倨,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9537,据,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9538,鋸,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9539,踞,求,居,上去,0.10 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9540,瞿,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9541,懼,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9542,𧸧,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9543,遽,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9544,蘧,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9545,籧,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9546,據,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9547,冀,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9548,驥,求,居,上去,0.01 ,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9549,寄,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9550,穊,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9551,羇,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9552,羈,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9553,既,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9554,薊,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9555,句,求,居,上去,,k,i,ki3,ㄍ,ㄧ,ㄍㄧ3,3,57,3
9556,去,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9557,厺,去,居,上去,0.01 ,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9558,亟,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9559,企,去,居,上去,0.01 ,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9560,𠈮,去,居,上去,0.10 ,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9561,跂,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9562,契,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9563,氣,去,居,上去,0.01 ,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9564,炁,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9565,气,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9566,棄,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9567,弃,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9568,揭,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9569,憩,去,居,上去,0.01 ,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9570,憇,去,居,上去,0.01 ,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9571,愒,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9572,器,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9573,噐,去,居,上去,,kh,i,khi3,ㄎ,ㄧ,ㄎㄧ3,4,57,3
9574,致,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9575,緻,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9576,智,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9577,知,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9578,置,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9579,觶,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9580,䝷,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9581,寘,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9582,著,地,居,上去,,t,i,ti3,ㄉ,ㄧ,ㄉㄧ3,5,57,3
9583,俾,頗,居,上去,,ph,i,phi3,ㄆ,ㄧ,ㄆㄧ3,6,57,3
9584,睥,頗,居,上去,,ph,i,phi3,ㄆ,ㄧ,ㄆㄧ3,6,57,3
9585,譬,頗,居,上去,,ph,i,phi3,ㄆ,ㄧ,ㄆㄧ3,6,57,3
9586,辟,頗,居,上去,0.01 ,ph,i,phi3,ㄆ,ㄧ,ㄆㄧ3,6,57,3
9587,屁,頗,居,上去,,ph,i,phi3,ㄆ,ㄧ,ㄆㄧ3,6,57,3
9588,𥧔,頗,居,上去,,ph,i,phi3,ㄆ,ㄧ,ㄆㄧ3,6,57,3
9589,翅,他,居,上去,,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9590,懥,他,居,上去,,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9591,疐,他,居,上去,,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9592,䶑,他,居,上去,,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9593,嚏,他,居,上去,,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9594,懘,他,居,上去,,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9595,剃,他,居,上去,0.10 ,th,i,thi3,ㄊ,ㄧ,ㄊㄧ3,7,57,3
9596,志,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9597,忮,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9598,伎,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9599,𢗍,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9600,誌,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9601,輊,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9602,痣,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9603,至,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9604,抧,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9605,質,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9606,躓,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9607,製,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9608,制,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9609,幟,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9610,摯,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9611,贄,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9612,鷙,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9613,沮,曾,居,上去,,z,i,zi3,ㄗ,ㄧ,ㄗㄧ3,8,57,3
9614,世,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9615,丗,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9616,貰,時,居,上去,0.10 ,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9617,勢,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9618,揓,時,居,上去,0.01 ,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9619,弒,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9620,恕,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9621,絮,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9622,庶,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9623,試,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9624,施,時,居,上去,,s,i,si3,ㄙ,ㄧ,ㄙㄧ3,10,57,3
9625,意,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9626,鷾,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9627,噫,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9628,亄,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9629,伿,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9630,瘀,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9631,瘞,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9632,医,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9633,矣,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9634,飫,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9635,𩜈,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9636,曀,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9637,殪,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9638,饐,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9639,懿,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9640,豷,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9641,薏,英,居,上去,0.01 ,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9642,瞖,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9643,翳,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9644,贀,英,居,上去,0.01 ,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9645,衣,英,居,上去,0.01 ,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9646,雨,英,居,上去,,q,i,qi3,,ㄧ,ㄧ3,11,57,3
9647,娶,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9648,取,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9649,佁,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9650,傺,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9651,切,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9652,砌,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9653,磜,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9654,朿,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9655,刺,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9656,莿,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9657,䱨,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9658,趣,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9659,熾,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9660,饎,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9661,糦,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9662,處,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9663,翅,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9664,試,出,居,上去,,c,i,ci3,ㄘ,ㄧ,ㄘㄧ3,14,57,3
9665,肺,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9666,侐,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9667,愾,喜,居,上去,0.10 ,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9668,咥,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9669,忥,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9670,戲,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9671,戯,喜,居,上去,0.01 ,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9672,覷,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9673,酗,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9674,䣱,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9675,䣴,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9676,餼,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9677,屭,喜,居,上去,,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9678,呴,喜,居,上去,0.01 ,h,i,hi3,ㄏ,ㄧ,ㄏㄧ3,15,57,3
9679,离,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9680,離,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9681,漓,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9682,䄜,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9683,褵,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9684,縭,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9685,蘺,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9686,籬,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9687,篱,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9688,㒿,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9689,璃,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9690,螭,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9691,𢟢,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9692,醨,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9693,魑,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9694,釐,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9695,莉,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9696,蜊,柳,居,下平,0.01 ,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9697,麗,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9698,鸝,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9699,驪,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9700,驢,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9701,馿,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9702,廬,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9703,瘻,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9704,蔞,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9705,漦,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9706,厘,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9707,梩,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9708,貍,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9709,狸,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9710,閭,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9711,罹,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9712,黎,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9713,藘,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9714,俚,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9715,嫠,柳,居,下平,,l,i,li5,ㄌ,ㄧ,ㄌㄧ5,1,57,5
9716,枇,邊,居,下平,0.01 ,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9717,琵,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9718,毗,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9719,貔,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9720,埤,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9721,裨,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9722,鼙,邊,居,下平,0.01 ,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9723,脾,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9724,陴,邊,居,下平,,p,i,pi5,ㄅ,ㄧ,ㄅㄧ5,2,57,5
9725,其,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9726,亓,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9727,𠁭,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9728,俟,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9729,枝,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9730,跂,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9731,丌,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9732,𠍲,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9733,渠,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9734,蕖,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9735,磲,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9736,期,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9737,萁,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9738,祺,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9739,淇,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9740,蜞,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9741,琪,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9742,騏,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9743,麒,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9744,䳢,求,居,下平,0.01 ,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9745,綦,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9746,綨,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9747,畸,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9748,碕,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
9749,崎,求,居,下平,,k,i,ki5,ㄍ,ㄧ,ㄍㄧ5,3,57,5
