識別號,漢字,聲母,韻母,聲調,常用度,台語音標聲母,台語音標韻母,台語音標拼音,方音符號聲母,方音符號韻母,方音符號注音,聲母識別碼,韻母識別碼,聲調識別碼
2605,酷,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2606,哭,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2607,廓,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2608,𡻙,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2609,擴,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2610,攫,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2611,钁,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2612,𥕏,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2613,𣔳,去,公,上入,,kh,ok,khok4,ㄎ,ㆦㆻ,ㄎㆦㆻ4,4,14,4
2614,篤,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2615,倬,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2616,卓,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2617,桌,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2618,啄,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2619,啅,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2620,椓,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2621,硺,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2622,涿,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2623,琢,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2624,𢁁,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2625,𧱧,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2626,豛,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2627,督,地,公,上入,0.01 ,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2628,斲,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2629,斵,地,公,上入,,t,ok,tok4,ㄉ,ㆦㆻ,ㄉㆦㆻ4,5,14,4
2630,朴,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2631,樸,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2632,搏,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2633,撲,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2634,墣,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2635,璞,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2636,濮,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2637,粕,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2638,𥼜,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2639,博,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2640,鏷,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2641,膊,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2642,髆,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2643,鎛,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2644,攴,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2645,𥐚,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2646,扑,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2647,𧴤,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2648,䑈,頗,公,上入,,ph,ok,phok4,ㄆ,ㆦㆻ,ㄆㆦㆻ4,6,14,4
2649,託,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2650,托,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2651,乇,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2652,仛,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2653,侂,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2654,𠊴,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2655,杔,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2656,籜,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2657,拓,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2658,塊,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2659,魄,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2660,柝,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2661,𣔳,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2662,蘀,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2663,橐,他,公,上入,,th,ok,thok4,ㄊ,ㆦㆻ,ㄊㆦㆻ4,7,14,4
2664,作,曾,公,上入,,z,ok,zok4,ㄗ,ㆦㆻ,ㄗㆦㆻ4,8,14,4
2665,束,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2666,速,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2667,遬,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2668,樕,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2669,蔌,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2670,𧐒,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2671,㑉,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2672,嗽,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2673,觫,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2674,鋉,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2675,餗,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2676,槊,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2677,矟,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2678,㔄,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2679,數,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2680,朔,時,公,上入,,s,ok,sok4,ㄙ,ㆦㆻ,ㄙㆦㆻ4,10,14,4
2681,惡,英,公,上入,,q,ok,qok4,,ㆦㆻ,ㆦㆻ4,11,14,4
2682,僫,英,公,上入,,q,ok,qok4,,ㆦㆻ,ㆦㆻ4,11,14,4
2683,亞,英,公,上入,,q,ok,qok4,,ㆦㆻ,ㆦㆻ4,11,14,4
2684,堊,英,公,上入,,q,ok,qok4,,ㆦㆻ,ㆦㆻ4,11,14,4
2685,屋,英,公,上入,,q,ok,qok4,,ㆦㆻ,ㆦㆻ4,11,14,4
2686,錯,出,公,上入,,c,ok,cok4,ㄘ,ㆦㆻ,ㄘㆦㆻ4,14,14,4
2687,簇,出,公,上入,,c,ok,cok4,ㄘ,ㆦㆻ,ㄘㆦㆻ4,14,14,4
2688,齪,出,公,上入,,c,ok,cok4,ㄘ,ㆦㆻ,ㄘㆦㆻ4,14,14,4
2689,剒,出,公,上入,,c,ok,cok4,ㄘ,ㆦㆻ,ㄘㆦㆻ4,14,14,4
2690,傶,出,公,上入,,c,ok,cok4,ㄘ,ㆦㆻ,ㄘㆦㆻ4,14,14,4
2691,福,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2692,侐,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2693,洫,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2694,畗,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2695,幅,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2696,輻,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2697,蝠,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2698,腹,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2699,復,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2700,複,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2701,覆,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2702,霍,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2703,籗,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2704,癨,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2705,壑,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2706,嗃,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2707,豞,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2708,熇,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2709,涸,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2710,佫,喜,公,上入,,h,ok,hok4,ㄏ,ㆦㆻ,ㄏㆦㆻ4,15,14,4
2711,郎,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2712,農,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2713,儂,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2714,濃,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2715,穠,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2716,籠,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2717,膿,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2718,㟍,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2719,稂,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2720,酿,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2721,㡾,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2722,榔,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2723,狼,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2724,螂,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2725,琅,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2726,瑯,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2727,廊,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2728,鋃,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2729,閬,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2730,瓏,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2731,聾,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2732,囊,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2733,𧅺,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2734,㝗,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2735,筤,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2736,勆,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2737,浪,柳,公,下平,,l,ong,long5,ㄌ,ㆲ,ㄌㆲ5,1,13,5
2738,旁,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2739,傍,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2740,㫄,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2741,徬,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2742,膀,邊,公,下平,0.01 ,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2743,螃,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2744,房,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2745,馮,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2746,滂,邊,公,下平,,p,ong,pong5,ㄅ,ㆲ,ㄅㆲ5,2,13,5
2747,狂,求,公,下平,,k,ong,kong5,ㄍ,ㆲ,ㄍㆲ5,3,13,5
2748,㾠,求,公,下平,,k,ong,kong5,ㄍ,ㆲ,ㄍㆲ5,3,13,5
2749,俇,求,公,下平,,k,ong,kong5,ㄍ,ㆲ,ㄍㆲ5,3,13,5
2750,仝,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2751,同,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2752,侗,地,公,下平,0.01 ,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2753,傏,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2754,㑽,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2755,唐,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2756,堂,地,公,下平,0.01 ,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2757,坣,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2758,瞳,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2759,潼,地,公,下平,0.01 ,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2760,犝,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2761,𦏆,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2762,艟,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2763,曈,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2764,朣,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2765,峒,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2766,桐,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2767,𦨴,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2768,童,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2769,僮,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2770,𢈉,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2771,疼,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2772,𦙭,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2773,筒,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2774,衕,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2775,銅,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2776,穜,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2777,鮦,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2778,㼧,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2779,𤭁,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2780,筩,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2781,庝,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2782,彤,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2783,罿,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2784,塘,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2785,螗,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2786,棠,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2787,螳,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2788,鼕,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2789,㠉,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2790,磄,地,公,下平,,t,ong,tong5,ㄉ,ㆲ,ㄉㆲ5,5,13,5
2791,篷,頗,公,下平,,ph,ong,phong5,ㄆ,ㆲ,ㄆㆲ5,6,13,5
2792,糖,他,公,下平,,th,ong,thong5,ㄊ,ㆲ,ㄊㆲ5,7,13,5
2793,餹,他,公,下平,,th,ong,thong5,ㄊ,ㆲ,ㄊㆲ5,7,13,5
2794,崇,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2795,賩,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2796,賨,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2797,藏,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2798,叢,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2799,䕺,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2800,藂,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2801,𡾻,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2802,㶓,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2803,𤄓,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2804,崈,曾,公,下平,,z,ong,zong5,ㄗ,ㆲ,ㄗㆲ5,8,13,5
2805,傖,時,公,下平,,s,ong,song5,ㄙ,ㆲ,ㄙㆲ5,10,13,5
2806,仼,英,公,下平,,q,ong,qong5,,ㆲ,ㆲ5,11,13,5
2807,王,英,公,下平,,q,ong,qong5,,ㆲ,ㆲ5,11,13,5
2808,亡,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2809,亾,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2810,忘,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2811,芒,門,公,下平,0.01 ,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2812,茫,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2813,邙,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2814,𡷢,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2815,鋩,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2816,忙,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2817,肓,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2818,㡛,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2819,蒙,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2820,㠓,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2821,望,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2822,幪,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2823,濛,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2824,曚,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2825,朦,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2826,矇,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2827,蠓,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2828,艨,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2829,罞,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2830,𦊽,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2831,雺,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2832,硭,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2833,𢄐,門,公,下平,,b,ong,bong5,ㆠ,ㆲ,ㆠㆲ5,12,13,5
2834,卬,語,公,下平,,g,ong,gong5,ㆣ,ㆲ,ㆣㆲ5,13,13,5
2835,昂,語,公,下平,,g,ong,gong5,ㆣ,ㆲ,ㆣㆲ5,13,13,5
2836,䭹,語,公,下平,,g,ong,gong5,ㆣ,ㆲ,ㆣㆲ5,13,13,5
2837,䒢,語,公,下平,,g,ong,gong5,ㆣ,ㆲ,ㆣㆲ5,13,13,5
2838,牀,出,公,下平,,c,ong,cong5,ㄘ,ㆲ,ㄘㆲ5,14,13,5
2839,床,出,公,下平,,c,ong,cong5,ㄘ,ㆲ,ㄘㆲ5,14,13,5
2840,𩞆,出,公,下平,,c,ong,cong5,ㄘ,ㆲ,ㄘㆲ5,14,13,5
2841,皇,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2842,仜,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2843,偟,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2844,𦤃,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2845,凰,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2846,徨,喜,公,下平,0.01 ,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2847,媓,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2848,喤,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2849,湟,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2850,瑝,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2851,蝗,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2852,潢,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2853,惶,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2854,煌,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2855,篁,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2856,遑,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2857,崲,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2858,艎,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2859,隍,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2860,鍠,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
2861,黃,喜,公,下平,,h,ong,hong5,ㄏ,ㆲ,ㄏㆲ5,15,13,5
