字號,漢字,標音,上字,下字,上字號,聲母,聲母標音,七聲類,清濁,發送收,下字號,韻母,韻母標音,韻目列號,攝,調,目次,韻目,等呼,等,呼,廣韻調名,台羅聲調,字義識別號
24477,垐,zik8,秦,力,23,從,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,1378
24478,𢯩,zik8,秦,力,23,從,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24268
24479,𡮞,tik4,丁,力,9,端,t,舌音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24292
24480,𣮊,tik4,丁,力,9,端,t,舌音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24293
24481,𢕚,tik4,丁,力,9,端,t,舌音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24294
24482,䁇,bik8,亡,逼,8,微,b,脣音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24295
24483,瀷,cik4,昌,力,29,昌,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24186
24484,𦔫,cik4,昌,力,29,昌,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24297
24485,德,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24298
24486,惪,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24299
24487,𢛳,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,#N/A
24488,䙷,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,16981
24489,得,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24302
24490,淂,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24303
24491,𨁽,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24304
24492,𣌏,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24305
24493,𠮊,tik4,多,則,9,端,t,舌音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24306
24494,則,zik4,子,德,21,精,z,齒音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24307
24495,𠟻,zik4,子,德,21,精,z,齒音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24308
24496,𠟭,zik4,子,德,21,精,z,齒音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24309
24497,勒,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24310
24498,肋,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24311
24499,扐,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24312
24500,仂,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24045
24501,艻,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24314
24502,朸,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24043
24503,𤨕,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24316
24504,玏,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24317
24505,泐,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24318
24506,㔹,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24319
24507,阞,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24320
24508,竻,lik8,盧,則,41,來,l,半舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24321
24509,忒,thik4,他,德,10,透,th,舌音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24322
24510,㧹,thik4,他,德,10,透,th,舌音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24323
24511,慝,thik4,他,德,10,透,th,舌音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24324
24512,貣,thik4,他,德,10,透,th,舌音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24325
24513,𥊸,thik4,他,德,10,透,th,舌音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24326
24514,㥂,thik4,他,德,10,透,th,舌音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24327
24515,刻,khik4,苦,得,18,溪,kh,牙音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24328
24516,克,khik4,苦,得,18,溪,kh,牙音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24329
24517,剋,khik4,苦,得,18,溪,kh,牙音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24330
24518,勀,khik4,苦,得,18,溪,kh,牙音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24331
24519,𡞢,khik4,苦,得,18,溪,kh,牙音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24332
24520,特,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24333
24521,貣,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24325
24522,𧈱,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,#N/A
24523,𧎢,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24336
24524,樴,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24037
24525,𤙰,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24338
24526,棏,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,23529
24527,鴏,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24340
24528,螣,tik8,徒,得,11,定,t,舌音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,8384
24529,黑,hik4,呼,北,37,曉,h,喉音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24342
24530,潶,hik4,呼,北,37,曉,h,喉音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24343
24531,㱄,hik4,呼,北,37,曉,h,喉音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24344
24532,墨,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24345
24533,默,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24346
24534,冒,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,18470
24535,䘃,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24348
24536,纆,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24349
24537,万,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,17360
24538,𢄏,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24351
24539,艒,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,20142
24540,𡣫,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24353
24541,䁇,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24295
24542,䁿,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24355
24543,𤲰,mik8,莫,北,4,明,m,脣音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24356
24544,賊,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24357
24545,𧵪,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24358
24546,鱡,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24359
24547,鰂,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24360
24548,蠈,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24361
24549,𣿐,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,17026
24550,𦽒,zik8,昨,則,23,從,z,齒音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24363
24551,塞,sik4,蘇,則,24,心,s,齒音,全清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,16961
24552,𡫼,sik4,蘇,則,24,心,s,齒音,全清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24365
24553,寨,sik4,蘇,則,24,心,s,齒音,全清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,16808
24554,㥶,sik4,蘇,則,24,心,s,齒音,全清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24367
24555,𢥛,sik4,蘇,則,24,心,s,齒音,全清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24368
24556,北,pik4,博,墨,1,幫,p,脣音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24369
24557,𧉥,pik4,博,墨,1,幫,p,脣音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24370
24558,菔,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,20191
24559,蔔,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24372
24560,僰,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24373
24561,匐,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,20192
24562,𠣵,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24375
24563,踣,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,19487
24564,仆,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,15708
24565,菩,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,2636
24566,垘,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24379
24567,䞳,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,15707
24568,䵗,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24381
24569,𧟵,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,#N/A
24570,𢫯,pik8,蒲,北,3,並,p,脣音,全濁, ,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24383
24571,或,hok8,胡,國,38,匣,h,喉音,全濁,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,濁入,8,24384
24572,惑,hok8,胡,國,38,匣,h,喉音,全濁,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,濁入,8,24385
24573,蜮,hok8,胡,國,38,匣,h,喉音,全濁,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,濁入,8,24225
24574,䰥,hok8,胡,國,38,匣,h,喉音,全濁,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,濁入,8,24387
24575,𡿿,hok8,胡,國,38,匣,h,喉音,全濁,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,濁入,8,24388
24576,國,kok4,古,或,17,見,k,牙音,全清,發聲,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,清入,4,24389
24577,餩,Øik4,愛,黑,36,影,Ø,喉音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24390
24578,殕,Øik4,愛,黑,36,影,Ø,喉音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,10836
24579,劾,hik8,胡,得,38,匣,h,喉音,全濁,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,16765
24580,䘅,nik8,奴,勒,12,泥,n,舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24393
24581,䎪,nik8,奴,勒,12,泥,n,舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,24394
24582,𣉘,nik8,奴,勒,12,泥,n,舌音,次濁,收聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,濁入,8,17003
24583,裓,kik4,古,得,17,見,k,牙音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24396
24584,𢧧,kik4,古,得,17,見,k,牙音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24397
24585,孂,kik4,古,得,17,見,k,牙音,全清,發聲,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,12652
24586,墄,cik4,七,則,22,清,c,齒音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24399
24587,覆,phik4,匹,北,2,滂,ph,脣音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,19358
24588,𧕡,phik4,匹,北,2,滂,ph,脣音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24401
24589,𠣾,phik4,匹,北,2,滂,ph,脣音,次清,送氣,255,49開洪,ik,49,曾,入,入26德,德,開洪,1,開,清入,4,24402
24590,𢃤,hok4,呼,或,37,曉,h,喉音,次清,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,清入,4,24403
24591,𥇙,hok4,呼,或,37,曉,h,喉音,次清,送氣,256,49合洪,ok,49,曾,入,入26德,德,合洪,1,合,清入,4,24404
24592,緝,cip4,七,入,22,清,c,齒音,次清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24405
24593,葺,cip4,七,入,22,清,c,齒音,次清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24406
24594,諿,cip4,七,入,22,清,c,齒音,次清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24407
24595,𧚨,cip4,七,入,22,清,c,齒音,次清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24408
24596,𪔪,cip4,七,入,22,清,c,齒音,次清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24409
24597,咠,cip4,七,入,22,清,c,齒音,次清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24410
24598,十,sip8,是,執,34,禪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24411
24599,什,sip8,是,執,34,禪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24412
24600,拾,sip8,是,執,34,禪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24413
24601,褶,sip8,是,執,34,禪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24414
24602,執,zip4,之,入,27,章,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24415
24603,汁,zip4,之,入,27,章,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24416
24604,瓡,zip4,之,入,27,章,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24417
24605,䥍,zip4,之,入,27,章,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,14923
24606,𡠗,zip4,之,入,27,章,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,14930
24607,慹,zip4,之,入,27,章,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24420
24608,習,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24421
24609,襲,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24422
24610,隰,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24423
24611,鰼,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24424
24612,騽,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24425
24613,飁,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24426
24614,槢,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24427
24615,𪄶,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24428
24616,𦸚,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24429
24617,𥱵,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,16256
24618,䒁,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24431
24619,褶,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24414
24620,霫,sip8,似,入,25,邪,s,齒音,全濁,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24433
24621,集,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24434
24622,輯,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24435
24623,檝,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24436
24624,𠓛,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,#N/A
24625,𠦫,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24438
24626,𦺴,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24439
24627,鏶,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24440
24628,慹,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24420
24629,葺,zip8,秦,入,23,從,z,齒音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24406
24630,入,jip8,人,執,42,日,j,半齒音,次濁,收聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24443
24631,廿,jip8,人,執,42,日,j,半齒音,次濁,收聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24444
24632,揖,Øip4,伊,入,36,影,Ø,喉音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24445
24633,挹,Øip4,伊,入,36,影,Ø,喉音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24446
24634,溼,sip4,失,入,33,書,s,齒音,全清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24447
24635,濕,sip4,失,入,33,書,s,齒音,全清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24448
24636,䏉,sip4,失,入,33,書,s,齒音,全清,送氣,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24449
24637,㗱,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24450
24638,潗,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24451
24639,䌖,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24452
24640,湒,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24453
24641,咠,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24410
24642,蓻,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24455
24643,𧚨,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24408
24644,葺,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24406
24645,䁒,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24458
24646,𥠋,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24459
24647,㠍,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24460
24648,𠓛,zip4,子,入,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,#N/A
24649,箿,zip4,子,立,21,精,z,齒音,全清,發聲,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,清入,4,24442
24650,及,kip8,其,立,19,群,k,牙音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24461
24651,𨕤,kip8,其,立,19,群,k,牙音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24462
24652,𦶍,kip8,其,立,19,群,k,牙音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24463
24653,苙,kip8,其,立,19,群,k,牙音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24464
24654,䲯,kip8,其,立,19,群,k,牙音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24465
24655,笈,kip8,其,立,19,群,k,牙音,全濁, ,268,53開細,ip,53,深,入,入27緝,緝,開細,3,開,濁入,8,24466
