字號,漢字,標音,上字,下字,上字號,聲母,聲母標音,七聲類,清濁,發送收,下字號,韻母,韻母標音,韻目列號,攝,調,目次,韻目,等呼,等,呼,廣韻調名,台羅聲調,字義識別號
24283,𧄹,sik4,賞,職,33,書,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24097
24284,赩,hik4,許,極,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24098
24285,衋,hik4,許,極,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,#N/A
24286,䵱,hik4,許,極,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24100
24287,𥈜,hik4,許,極,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24101
24288,𢤋,hik4,許,極,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24102
24289,崱,zik8,士,力,30,崇,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24103
24290,𡸦,zik8,士,力,30,崇,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24104
24291,溭,zik8,士,力,30,崇,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24105
24292,萴,zik8,士,力,30,崇,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24106
24293,極,kik8,渠,力,19,群,k,牙音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24107
24294,匿,lik8,女,力,16,娘,l,舌音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24108
24295,𧈟,lik8,女,力,16,娘,l,舌音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24109
24296,𧏾,lik8,女,力,16,娘,l,舌音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24110
24297,㥾,lik8,女,力,16,娘,l,舌音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,20997
24298,恧,lik8,女,力,16,娘,l,舌音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,20394
24299,𩺱,lik8,女,力,16,娘,l,舌音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24113
24300,測,cik4,初,力,28,初,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24114
24301,惻,cik4,初,力,28,初,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24115
24302,畟,cik4,初,力,28,初,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24116
24303,𦔎,cik4,初,力,28,初,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24117
24304,𡍫,cik4,初,力,28,初,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24118
24305,䔴,cik4,初,力,28,初,c,齒音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24119
24306,憶,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24120
24307,億,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24121
24308,臆,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24122
24309,肊,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24123
24310,𠶷,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24124
24311,繶,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,1978
24312,醷,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,10518
24313,澺,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24127
24314,薏,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24128
24315,𦺳,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24129
24316,䗷,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24130
24317,𩍖,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24131
24318,檍,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24132
24319,𣚍,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24133
24320,抑,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24134
24321,𡊁,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24135
24322,癔,Øik4,於,力,36,影,Ø,喉音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24136
24323,色,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24137
24324,㱇,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24138
24325,嗇,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24139
24326,𩍙,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24140
24327,穡,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24141
24328,薔,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,7192
24329,轖,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24143
24330,繬,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24144
24331,濇,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24145
24332,䉢,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24146
24333,嬙,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,7190
24334,𧒗,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24148
24335,懎,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24149
24336,𩕡,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24150
24337,𠢳,sik4,所,力,32,生,s,齒音,全清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24151
24338,䩯,khik4,丘,力,18,溪,kh,牙音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24152
24339,殛,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24153
24340,㥛,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24154
24341,襋,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24155
24342,棘,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24156
24343,亟,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,15367
24344,㻷,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24158
24345,悈,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,16689
24346,𡕮,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,8256
24347,蕀,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24161
24348,茍,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,#N/A
24349,𧩦,kik4,紀,力,17,見,k,牙音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24163
24350,弋,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24164
24351,翊,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24165
24352,翌,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24166
24353,廙,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,15325
24354,黓,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24168
24355,翼,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24169
24356,𩙺,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24170
24357,𦏵,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24171
24358,䴬,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24172
24359,隿,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24173
24360,𧃟,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24174
24361,㚤,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24175
24362,潩,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,15321
24363,杙,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24177
24364,芅,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24178
24365,㔴,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24179
24366,𧾰,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24180
24367,𨙒,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24181
24368,𥡪,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24182
24369,蛡,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24183
24370,𤬩,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,#N/A
24371,𢖺,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24185
24372,瀷,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24186
24373,𢎀,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24187
24374,𠥦,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24188
24375,熼,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24189
24376,釴,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24190
24377,𤼌,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24191
24378,𧑌,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24192
24379,𦔜,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24193
24380,䄩,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24194
24381,𢓀,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24195
24382,䘝,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24196
24383,䣧,Øik8,與,職,39,以,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24197
24384,即,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24198
24385,卽,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24199
24386,稷,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24200
24387,㮨,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24201
24388,㹄,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24202
24389,蝍,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,21078
24390,揤,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,21060
24391,畟,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24116
24392,𨂢,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24206
24393,鯽,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,23602
24394,𤠎,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24208
24395,堲,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,21072
24396,䐚,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24210
24397,唧,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,21074
24398,𪃹,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,23598
24399,揤,zik4,子,力,21,精,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,21060
24400,逼,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24214
24401,偪,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20160
24402,皕,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24216
24403,幅,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20149
24404,楅,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20161
24405,䮠,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24219
24406,湢,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24220
24407,䫾,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,22488
24408,㘠,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24222
24409,皀,pik4,彼,側,1,幫,p,脣音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,7011
24410,域,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24224
24411,蜮,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24225
24412,罭,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24226
24413,棫,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24227
24414,㚜,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24228
24415,𪂉,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24229
24416,𦈸,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24230
24417,琙,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24231
24418,𪑝,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,20425
24419,緎,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24233
24420,䮙,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24234
24421,魊,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24235
24422,淢,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24236
24423,𦱂,Øik8,雨,逼,40,云,Ø,喉音,次濁,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24237
24424,洫,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24238
24425,侐,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,15239
24426,䦗,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24240
24427,閾,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24241
24428,𨵨,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24242
24429,𥄎,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,21525
24430,㰲,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20428
24431,𤷇,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,23495
24432,𪑝,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20425
24433,緎,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24233
24434,𦑍,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24248
24435,𠷙,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,#N/A
24436,淢,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24236
24437,𧹭,hik4,況,逼,37,曉,h,喉音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24251
24438,堛,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24252
24439,愊,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24253
24440,踾,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20157
24441,𤗚,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24255
24442,𩜰,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24256
24443,揊,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24257
24444,稫,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24258
24445,副,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,19355
24446,畐,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,20187
24447,䦼,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24261
24448,𢾇,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24262
24449,㽬,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24263
24450,疈,phik4,芳,逼,2,滂,ph,脣音,次清,送氣,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24264
24451,稄,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24265
24452,𥟔,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24266
24453,𣅔,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24267
24454,𢯩,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24268
24455,仄,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24269
24456,𣅦,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24270
24457,㳁,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24271
24458,萴,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24106
24459,側,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24273
24460,夨,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,22518
24461,𠨮,zik4,阻,力,26,莊,z,齒音,全清,發聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,清入,4,24275
24462,愎,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24276
24463,腷,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24277
24464,𤐧,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24278
24465,煏,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,#N/A
24466,𤗚,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24255
24467,馥,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,20169
24468,踾,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,20157
24469,鶝,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,20156
24470,僰,pik8,符,逼,3,並,p,脣音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,24373
24471,嶷,gik8,魚,力,20,疑,g,牙音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,1654
24472,薿,gik8,魚,力,20,疑,g,牙音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,10500
24473,㘈,gik8,魚,力,20,疑,g,牙音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,15363
24474,懝,gik8,魚,力,20,疑,g,牙音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,16984
24475,觺,gik8,魚,力,20,疑,g,牙音,次濁,收聲,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,1655
24476,堲,zik8,秦,力,23,從,z,齒音,全濁, ,248,48開細,ik,48,曾,入,入25職,職,開細,3,開,濁入,8,21072
