識別號,廣韻小字序,漢字,字義摘要
21692,3384.15,胐,朏臀俗又作𦜇
21693,3385.1,訥,謇訥內骨切五
21694,3385.2,㕯,㕯口又女滑切
21695,3385.3,肭,腽肭
21696,3385.4,抐,內物水中
21697,3385.5,𣧍,殟𣧍
21698,3386.1,窣,勃窣穴中出也蘇骨切七
21699,3386.2,𪌯,麥屑
21700,3386.3,𪍛,上同
21701,3386.4,㲞,𣭷㲞毛皃
21702,3386.5,𪖶,鼻鳴
21703,3386.6,𪅄,鵓𪅄鳥
21704,3386.7,㞕,動進皃≆說文本先節切
21705,3387.1,猝,倉猝暴疾也倉没切五
21706,3387.2,卒,急也遽也又子没切又將律切
21707,3387.3,𣨛,亡也
21708,3387.4,𢪃,摩也
21709,3387.5,𥾛,索也
21710,3388.1,捽,手捽也昨没切六
21711,3388.2,椊,椊杌以柄內孔
21712,3388.3,𪘧,齚也
21713,3388.4,䚝,角始生也
21714,3388.5,崪,崪屼山皃
21715,3388.6,𩩠,小骨
21716,3389.1,麧,麧糏漢書云食糠麧下没切五
21717,3389.2,𥝖,秳也舂粟不潰也
21718,3389.3,齕,齧也又胡結切
21719,3389.4,紇,絲下也又孔子父名又虜複姓三氏北齊開府紇奚永樂又有紇干氏紇骨氏又虜三字姓後魏有賊師紇豆陵伊利又胡結切
21720,3389.5,淈,淈泥又古忽切
21721,3390.1,搰,掘地也戸骨切[十一/于十]
21722,3390.2,扢,摩也
21723,3390.3,𣝗,果子𣝗也出聲譜
21724,3390.4,𦗣,耳黧
21725,3390.5,抇,牽物動轉
21726,3390.6,鶻,鳥名鷹屬又骨猾二音
21727,3390.7,尳,膝病
21728,3390.8,㨡,手推也
21729,3390.9,𡰅,𡰅露出見字林
21730,3390.1,滑,滑亂也出列子
21731,3391.1,卒,≆說文隸人給事者衣爲卒卒衣有題識者臧没切又將聿切三
21732,3391.2,倅,百人爲倅周禮作卒
21733,3391.3,稡,䄶稡
21734,3392.1,曷,何也胡葛切十一
21735,3392.2,褐,衣褐≆說文云編枲韈也一曰短衣
21736,3392.3,毼,毛布
21737,3392.4,鶡,鳥似[鷄/雉]也鬬必至死
21738,3392.5,蝎,蟲名爾雅曰蝤蠐蝎又曰蝎桑蟲
21739,3392.6,餲,餅名
21740,3392.7,䫘,𩑷䫘健也又音𠿒
21741,3392.8,𩩲,𩩲骬＜⿰骨亐＞肩骨
21742,3392.9,骱,骨堅
21743,3392.1,㮫,木轉皃
21744,3392.11,鞨,靺鞨蕃人名出北土
21745,3393.1,䫘,𩑷䫘健也許葛切八
21746,3393.2,𠿒,訶也
21747,3393.3,喝,上同
21748,3393.4,猲,短喙犬又恐也又音歇
21749,3393.5,𦤦,犬臭氣
21750,3393.6,㿣,白色
21751,3393.7,暍,[埶/熱]皃
21752,3393.8,𩡔,香氣又呼蓋切出字林
21753,3394.1,怛,悲慘也當割切十
21754,3394.2,𢛁,驚𢛁
21755,3394.3,妲,妲己紂妃
21756,3394.4,呾,相呵
21757,3394.5,炟,火起
21758,3394.6,䵣,莫䵣縣在五原
21759,3394.7,狚,獦狚獸名似狼而赤出山海經
21760,3394.8,笪,竹䉬
21761,3394.9,𦬹,柔革也又之列切
21762,3394.1,靼,柔革也又之列切
21763,3395.1,闥,門內他達切十三
21764,3395.2,㒓,𠇱㒓
21765,3395.3,撻,打撻
21766,3395.4,躂,足跌
21767,3395.5,澾,泥滑
21768,3395.6,獺,水狗
21769,3395.7,䲚,魚名
21770,3395.8,𣥂,文字音義云蹈也從反止
21771,3395.9,羍,小羊也亦作𦍐
21772,3395.1,𦍒,上同
21773,3395.11,達,挑達往來皃又唐割切
21774,3395.12,汏,汏過
21775,3395.13,噧,多言也
21776,3396.1,遏,遮也絕也止也烏葛切十一
21777,3396.2,齃,鼻齃
21778,3396.3,頞,上同
21779,3396.4,堨,擁堨
21780,3396.5,閼,止也塞也又於連切
21781,3396.6,胺,肉敗臭論語作餲食臭也
21782,3396.7,餲,食傷臭又於介於罽二切
21783,3396.8,靄,雲狀又於蓋切
21784,3396.9,咹,[小/止]語
21785,3396.1,𠥜,大呼用力
21786,3396.11,𢉥,屋迫
21787,3397.1,剌,僻也戾也盧達切十六
21788,3397.2,揧,研破
21789,3397.3,辢,辛辢
21790,3397.4,䓶,䓶蒿
21791,3397.5,瘌,癆瘌不調
21792,3397.6,攋,撥攋手披也
21793,3397.7,糲,麤糲
21794,3397.8,癩,疥癩又音賴
21795,3397.9,𢈠,[𢈠/◲广剌]廣雅曰庵也亦獄室也
21796,3397.1,轢,車轔著又歷洛二音
21797,3397.11,𢃴,拂著
21798,3397.12,䶛,齧聲
21799,3397.13,㻝,玉名
21800,3397.14,𥈙,目不正
21801,3397.15,楋,木名
21802,3397.16,蝲,蝲蟽
21803,3398.1,渴,飢渴又虜複姓二氏後魏書渴侯氏後改爲緱氏渴單氏後改爲單氏亦虜三字姓後魏書北方渴[獨/燭]渾氏後改爲朱氏苦曷切八
21804,3398.2,㵣,內熱病也
21805,3398.3,𤸎,䳚鴠
21806,3398.4,䳚,䳚鴠
21807,3398.5,嵑,嵑嶭山皃
21808,3398.6,磕,石聲
21809,3398.7,骹,肩髆
21810,3398.8,䅥,禾長也
21811,3399.1,達,通達亦姓出何氏姓苑又虜複姓三氏後魏[憲/獻]帝弟爲達奚氏又達勃氏後改爲[裒/襃]氏周文帝達步妃生齊煬王憲唐割切二
21812,3399.2,薘,馬舄草名
21813,3400.1,巀,巀嶭山名在右扶風才割切又才結切四
21814,3400.2,囋,嘈𡂐鼓聲或作[啐/𠱥]
21815,3400.3,囐,上同
21816,3400.4,㩵,擊也
21817,3401.1,嶭,五割切又五結切十三
21818,3401.2,䡾,車載髙也
21819,3401.3,屵,髙山狀
21820,3401.4,枿,伐木餘枿
21821,3401.5,𣡌,頭戴皃≆說文曰伐木餘也
21822,3401.6,櫱,上同書作蘖
21823,3401.7,𣎴,古文從木無頭
21824,3401.8,𠱥,毀讀曰𠱥
21825,3401.9,㩵,擊也又才割切
21826,3401.1,𠲗,𠲗𠲗㗴㗴戒也≆說文曰語相訶距也
21827,3401.11,歺,≆說文曰𠛱骨之⿰歺戔也凡從歺者今亦作歹
21828,3401.12,頇,無髮
21829,3401.13,齾,獸食之餘曰齾
21830,3402.1,葛,葛藟廣雅[云苑童寄生葛也一名寓木又名寄屑亦姓▼廣雅以下十七字當刪▲]後漢有潁川太守葛興古達切十
21831,3402.2,䈓,䈓䉈桃枝竹名
21832,3402.3,獦,獦狚獸也
21833,3402.4,割,剥也害也斷也𢧵也
21834,3402.5,𩢛,馬走疾也
21835,3402.6,匃,乞也亦作丐又音蓋
21836,3402.7,輵,轇輵戟形也又轇輵驅馳皃
21837,3402.8,𨞛,郷名在南陽
21838,3402.9,𥢸,禾長也
21839,3402.1,㵧,水名又㶀㵧波勢也
21840,3403.1,躠,跋躠行皃桑割切九
21841,3403.2,薩,[蕯/薩]釋典云菩薩菩普也薩濟也能普濟衆生也
21842,3403.3,摋,抹摋公羊傳曰宋萬臂摋仇牧碎首何休云側手曰摋
21843,3403.4,𥻦,放也若𥻦蔡叔是也≆說文曰䊝𥻦𢿨之也
21844,3403.5,𠱡,音變
21845,3403.6,攃,攃攃聲
21846,3403.7,䉈,䈓䉈桃枝竹也
21847,3403.8,𦼧,失𦼧
21848,3403.9,𨐖,俗云𨐖辢
21849,3404.1,攃,足動草聲七曷切三
21850,3404.2,䌨,縠屬出淮南子
21851,3404.3,礤,麤礤
21852,3405.1,捺,手按奴曷切三
21853,3405.2,𤷈,痛也
21854,3405.3,䖧,蠚螫
21855,3406.1,䔾,菜似蕨生水中[矛/予]割切一
21856,3407.1,末,木上也無也弱也逺也端也亦姓姓苑云本姓秣氏後去禾又虜三字姓後燕錄襄城公末那樓雷莫撥切二十七
21857,3407.2,昩,星也易曰日中見昩案音義云字林作昧斗杓後星王肅音妹
21858,3407.3,𩑷,𩑷䫘健也
21859,3407.4,䀛,逺視又不正視又莫拜切
21860,3407.5,䴲,麪也
21861,3407.6,𨣱,醬也
21862,3407.7,䬴,馬食榖也
21863,3407.8,秣,上同
21864,3407.9,𥬎,捕鰌竹器
21865,3407.1,靺,靺鞨蕃人出北土
21866,3407.11,韎,韎韐大帶
21867,3407.12,苜,[苜/𥄕]說文曰目不正
21868,3407.13,粖,糜也又亡結切
21869,3407.14,𩱷,上同
21870,3407.15,𥽘,米和細屑
21871,3407.16,䱅,魚名
21872,3407.17,眜,目不[正/明]也
21873,3407.18,抹,抹摋摩也
21874,3407.19,妺,妺嬉桀妃
21875,3407.2,𠇱,𠇱㒓肥皃又西夷樂名
21876,3407.21,𢗿,忘也
21877,3407.22,𡊉,壤也
21878,3407.23,瀎,塗拭
21879,3407.24,𩿣,鳥名
21880,3407.25,沫,水沫一曰水名在蜀又武泰切
21881,3407.26,𦫕,𦫔𦫕色不深也
21882,3407.27,袜,袜肚
21883,3408.1,枂,去樹皮又柮枂柱頭木五活切一
21884,3409.1,柮,藏活切一
21885,3410.1,撥,理也絶也除也北末切十六
21886,3410.2,癶,足剌癶也
21887,3410.3,袚,蠻夷蔽膝
21888,3410.4,茇,蓽茇
21889,3410.5,鉢,鉢器也亦作盔顔師古注漢書曰盔食器也
21890,3410.6,盋,上同
21891,3410.7,䳊,鳥名又音拔
21892,3410.8,鱍,
21893,3410.9,䢌,急走
21894,3410.1,𩯌,𩯌𩯳多鬢皃
21895,3410.11,襏,襏襫蓑雨衣也
21896,3410.12,帗,一幅巾
21897,3410.13,㤄,意不悦皃
21898,3410.14,𦪑,大船名
21899,3410.15,驋,馬怒
21900,3410.16,筏,馬怒
21901,3411.1,䰖,姊末切六
21902,3411.2,拶,逼拶
21903,3411.3,㳨,㳨濺
21904,3411.4,𠛱,剌𠛱不淨也
21905,3411.5,𨀨,蹙𨀨行皃出新字林
21906,3411.6,𤁢,水湍頭起
21907,3412.1,括,檢也結也至也古活切二十一
21908,3412.2,活,水流聲又乎括切
21909,3412.3,𣽅,上同
21910,3412.4,髺,結髺
21911,3412.5,檜,木名柏葉松身又工外切
21912,3412.6,栝,上同見書
21913,3412.7,聒,聲擾
21914,3412.8,䒷,≆說文曰䒷蔞果臝也
21915,3412.9,𦸈,𦸈𧁾同上
21916,3412.1,鴰,鶬鴰韓詩云孔子渡江見之異衆莫能名孔子嘗聞河上人歌曰鴰兮鶻兮逆毛衰兮一身九尾長兮鶬鴰也
21917,3412.11,萿,爾雅曰萿麋舌郭璞云今麋舌草春生葉有似於舌
21918,3412.12,适,疾也
21919,3412.13,銛,≆說文曰斷也
21920,3412.14,佸,會計曰佸
21921,3412.15,頢,小頭皃
21922,3412.16,劊,斷也
21923,3412.17,葀,菝葀瑞草
21924,3412.18,䯏,骨端
21925,3412.19,懖,愚懖無知≆說文曰善自用之意也引商書曰今汝懖懖
21926,3412.2,𦗾,古文
21927,3412.21,筈,箭筈受弦處
21928,3413.1,闊,廣也逺也䟽也苦栝切六
21929,3413.2,蛞,蝦蟆子名
21930,3413.3,筈,箭筈又音栝
21931,3413.4,适,疾也又音栝
21932,3413.5,䟯,蹵䟯
21933,3413.6,𤫵,𤓰𤫵
21934,3414.1,活,不死也又水流聲戸括切八
21935,3414.2,𣽅,水流聲
21936,3414.3,䄆,祠也
21937,3414.4,越,鄭玄云瑟下孔又云翦蒲爲席又音粤或作趏
21938,3414.5,鬠,以組束髮
21939,3414.6,佸,佸會
21940,3414.7,秳,
21941,3414.8,姡,
21942,3415.1,奪,左傳曰一與一奪徒活切八
21943,3415.2,𡙜,上同
21944,3415.3,敓,強取也古奪字[古▼古字當刪▲]周書曰敓攘矯虔亦姓
21945,3415.4,脫,肉去骨亦姓出姓苑又土活切
21946,3415.5,挩,解挩
21947,3415.6,莌,活莌草名生江南髙丈許大葉莖中有瓤正白
21948,3415.7,痥,馬脛傷也
21949,3415.8,鮵,爾雅曰鰹大鮦小者鮵
21950,3416.1,豁,豁達呼括切八
21951,3416.2,𧯆,上同
21952,3416.3,奯,大開目也
21953,3416.4,濊,水聲
21954,3416.5,𤃴,上同
21955,3416.6,泧,瀎泧
21956,3416.7,𣁳,[欿/舀]水
21957,3416.8,眓,≆說文曰視髙皃
21958,3417.1,斡,轉也烏括切九
21959,3417.2,焥,火煙出
21960,3417.3,䩊,目開皃
21961,3417.4,捾,捾取也
21962,3417.5,𣁳,上同
21963,3417.6,嬒,方言云嬒可憎也或作懀又烏外切
21964,3417.7,䁊,目深黑皃
21965,3417.8,睕,小嫵媚也
21966,3417.9,𥄗,≆說文云捾目也
21967,3418.1,繓,結繓也子括切三
21968,3418.2,撮,撮挽牽也又七活切
21969,3418.3,攥,手把
21970,3419.1,鏺,兩刃刈也普活切≆說文又讀若撥十三
21971,3419.2,𢯸,芟𢯸
21972,3419.3,𨂩,蹋草聲
21973,3419.4,㧊,推㧊
21974,3419.5,䣪,酒氣
21975,3419.6,𨡩,𨡩醅酘酒
21976,3419.7,𣸍,水𣸍
21977,3419.8,𥄱,目𥄱眜不明皃
21978,3419.9,鱍,魚掉尾又音撥
21979,3419.1,𧘟,衣袂也
21980,3419.11,𦫔,𦫔[◫扌色/𦫕]無色
21981,3419.12,䍨,牯羊
21982,3419.13,𠷑,謶𠷑人言
21983,3420.1,侻,侻可也一曰輕他括切五
21984,3420.2,挩,除也誤也遺也又解挩或作脫
21985,3420.3,脫,骨去肉又徒活切
21986,3420.4,莌,又徒活切
21987,3420.5,棁,大棒亦木梲又音拙
21988,3421.1,捋,手捋也取也摩也或作寽郎括切五
21989,3421.2,𠜖,削𠜖也
21990,3421.3,蛶,蚵蛶蟲又音劣
21991,3421.4,㸹,駁㸹
21992,3421.5,㭩,木名又音劣
21993,3422.1,掇,拾掇也丁括切八
21994,3422.2,剟,削也擊也
21995,3422.3,鵽,鵽雀又當刮切
21996,3422.4,腏,挑取骨間肉也
21997,3422.5,祋,祋祤縣名又都外切
21998,3422.6,咄,又都骨切
21999,3422.7,裰,補裰破衣也
22000,3422.8,敠,敁敠知輕重也又敠𣀒食不喚自來
22001,3423.1,撮,六十四黍爲圭四圭爲撮撮手取倉括切二
22002,3423.2,襊,緇布冠詩作撮
22003,3424.1,跋,跋躠行皃又躐也蒲撥切二十五
22004,3424.2,䟛,行皃
22005,3424.3,𧺡,上同
22006,3424.4,𧺺,上同
22007,3424.5,魃,旱魃
22008,3424.6,𢇷,舎也
22009,3424.7,軷,將行祭名
22010,3424.8,䣮,酒氣
22011,3424.9,馛,香氣
22012,3424.1,炦,火氣
22013,3424.11,颰,風皃
22014,3424.12,癹,除草≆說文音鏺
22015,3424.13,妭,〾鬼婦文字指歸云女妭秃無髮所居之處天不雨≆說文曰婦人美皃
22016,3424.14,犮,犬走皃
22017,3424.15,䚨,弋鳥具≆說文音廢
22018,3424.16,拔,迴拔又虜複姓三氏後魏有都督拔略昶出賀拔勝傳又有夏州剌史拔也惡蚝官氏志有柯拔氏又虜三字姓後魏書拔列蘭氏
22019,3424.17,胈,夏禹治水腓無胈脛無毛韋昭云胈股上小毛也
22020,3424.18,鈸,鈴鈸
22021,3424.19,䳊,鳥名似鳧
22022,3424.2,䮂,䮂䮧蕃中馬也
22023,3424.21,菝,菝葀瑞草
22024,3424.22,坺,一臿土也又音伐
22025,3424.23,𩃶,雲氣
22026,3424.24,茇,草木根也
22027,3424.25,䯋,草木根也
22028,3425.1,黠,黠慧也又堅黑也胡八切四
22029,3425.2,𩪲,[𩪲/䶤]齧聲
22030,3425.3,䕸,麻莖
22031,3425.4,䦖,門聲
22032,3426.1,札,𥳑札釋名曰札櫛也編之如櫛齒相比也又牒也署也側八切六
22033,3426.2,㱜,[㱜/𣧖]癘疾
22034,3426.3,蚻,小蟬
22035,3426.4,紮,纒弓弝也
22036,3426.5,𩿤,鳥雜蒼色
22037,3426.6,扎,扎拔也出家語
22038,3427.1,拔,拔擢又盡也蒲八切又蒲撥切三
22039,3427.2,菝,菝𦸉狗脊根可作飲
22040,3427.3,𥎱,𥎱䂒短人
22041,3428.1,𤫶,勁也恪八切十二
22042,3428.2,擖,≆說文刮也一曰撻也
22043,3428.3,劼,用力又固也愼也勤也
22044,3428.4,鬝,虎鬝也
22045,3428.5,𩮁,上同
22046,3428.6,𠛉,巧𠛉
22047,3428.7,㓤,剥㓤
22048,3428.8,硈,石狀≆說文堅也一曰突也
22049,3428.9,𦸉,菝𦸉草
22050,3428.1,䂒,𥎱䂒短人
22051,3428.11,咭,䑕鳴
22052,3428.12,𢼣,擊也
22053,3429.1,滑,利也亦州名春秋時爲衞國秦爲東郡後魏以東郡屬司州周改爲滑州因滑臺以爲名又姓風俗通云漢有詹事滑典又音骨滑稽也戸八切八
22054,3429.2,猾,狡猾書傳云猾亂也
22055,3429.3,䱻,魚名鳥翼出入有光音如鴛鴦見則天下大旱出山海經
22056,3429.4,磆,磆石藥
22057,3429.5,螖,蟚螖似蟹而小
22058,3429.6,䴳,麴名
22059,3429.7,𧽌,走𧽌
22060,3429.8,鶻,鶻鳩又音骨[榾/搰]
22061,3430.1,八,數也博拔切
22062,3430.2,𩡩,馬八歳
22063,3430.3,朳,無齒[把/杷]也
22064,3430.4,捌,上同
22065,3430.5,扒,破聲
22066,3430.6,㺴,玉名
22067,3430.7,䤢,金類
22068,3430.8,哵,哵哵鳥聲
22069,3430.9,玐,玉聲
22070,3430.1,釟,治金
22071,3431.1,窡,≆說文曰穴中見也丁滑切五
22072,3431.2,𠿡,≆說文曰口滿食
22073,3431.3,娺,婠娺好皃
22074,3431.4,鵽,[鵽/黃]雀
22075,3431.5,聉,無所聞也
22076,3432.1,婠,烏八切六
22077,3432.2,𣁳,𣁳取物也
22078,3432.3,嗢,咽也又烏没切
22079,3432.4,䯉,≆說文曰咽中息不利也
22080,3432.5,穵,手穵爲穴
22081,3432.6,嗗,飲聲
22082,3433.1,豽,獸名似狸蒼黑無前足善捕䑕≆說文作貀女滑切四
22083,3433.2,貀,上同
22084,3433.3,㕯,言逆下也又女骨切
22085,3433.4,肭,腽肭肥皃
22086,3434.1,𪙻,齒利又磣𪙻初八切七
22087,3434.2,䕓,草䕓
22088,3434.3,察,監察也諦也知也至也審也案≆說文云[察/覈]覆也詧言微親詧也今通用亦姓出何氏姓苑
22089,3434.4,詧,上同
22090,3434.5,𣘤,木名
22091,3434.6,𥉻,視𥉻
22092,3434.7,𩴳,羅𩴳〾鬼亦作𩲺
22093,3435.1,劀,≆說文曰刮去惡創肉也周禮曰劀殺之齊古滑切三
22094,3435.2,𠟽,俗
22095,3435.3,鱊,魚名
22096,3436.1,戛,揩也常也禮也≆說文戟也古黠切十八
22097,3436.2,扴,[揩/指]扴物也
22098,3436.3,圿,垢圿
22099,3436.4,稭,≆說文曰禾[槀/稾]去其皮祭天以爲席也
22100,3436.5,鴶,鴶鵴鳲鳩
22101,3436.6,楔,櫻桃又先結切
22102,3436.7,秸,秸稾
22103,3436.8,骱,䯦骱小骨
22104,3436.9,鞂,草鞂
22105,3436.1,砎,礣砎小石
22106,3436.11,忦,恨也
22107,3436.12,嘎,嘎嘎鳥聲
22108,3436.13,𠜵,刮也利也
22109,3436.14,𪃈,𪃈𪈟鳥又音絜
22110,3436.15,袺,執衽又音結
22111,3436.16,㮖,鼓也
22112,3436.17,磍,輵磍搖目吐舌又感怨皃
22113,3436.18,頡,漢書有頡羹侯
22114,3437.1,軋,車輾烏黠切十
22115,3437.2,圠,山曲
22116,3437.3,揠,拔草心也
22117,3437.4,嫼,嫉怒
22118,3437.5,䝟,䝟貐獸名食人迅走
22119,3437.6,猰,上同
22120,3437.7,穵,≆說文云空大也
22121,3437.8,𥈔,目相戲皃
22122,3437.9,䰲,䱀䰲魚名
22123,3437.1,窫,窫窳國名
22124,3438.1,殺,殺命≆說文戮也所八切七
22125,3438.2,煞,俗
22126,3438.3,鎩,鳥羽病又長刃矛也
22127,3438.4,𣻑,水也
22128,3438.5,帴,二幅
22129,3438.6,蔱,莁荑
22130,3438.7,榝,似茱萸而實赤又山列切
22131,3439.1,㑻,㑻傄健皃莫八切七
22132,3439.2,䀣,惡視
22133,3439.3,齂,氣息
22134,3439.4,䯦,䯦骱小骨
22135,3439.5,𪒜,黑也
22136,3439.6,睰,視睰
22137,3439.7,礣,礣砎小石
22138,3440.1,傄,呼八切二
22139,3440.2,䀨,視也埤蒼云怒視皃
22140,3441.1,痆,瘡痛女黠切三
22141,3441.2,𤷈,上同
22142,3441.3,𧞍,奴人衣
22143,3442.1,𦤙,屈也五[骨/滑]切三
22144,3442.2,聉,無知之意
22145,3442.3,𦘍,無耳吳楚語也
22146,3443.1,䯇,力作也口滑切又音窟一
22147,3444.1,汃,西極水名普八切四
22148,3444.2,𪗔,齒聲
22149,3444.3,𥐙,石破聲
22150,3444.4,𨋐,車破聲
22151,3445.1,茁,草初生鄒滑切一
22152,3446.1,鎋,車軸頭鐵胡瞎切十五
22153,3446.2,舝,上同出≆說文
22154,3446.3,轄,上同≆說文車聲也一曰轄鍵也
22155,3446.4,𪗾,齒聲
22156,3446.5,鶷,鶷𪆰鳥名似伯勞而小
22157,3446.6,砎,礣砎硬也礣慕轄切
22158,3446.7,𧕱,螻蛄别名
22159,3446.8,𤪍,石似玉也
22160,3446.9,𦵯,野蘇
22161,3446.1,𡑧,囚突出也
22162,3446.11,縖,束物也
22163,3446.12,𩝛,食飽
22164,3446.13,𥰶,拾𥰶
22165,3446.14,𠢆,用力
22166,3446.15,𢮟,手𢮟
22167,3447.1,𪆰,乙鎋切五
22168,3447.2,䦪,門扇聲
22169,3447.3,𡇼,駱駝鳴也
22170,3447.4,咀,相呼聲又當辢切
22171,3447.5,劜,[◫翁乚/勜]劜屈強也
22172,3448.1,齾,器缺也五鎋切四
22173,3448.2,聐,聐顡無所聞也
22174,3448.3,𩮝,秃𩮝
22175,3448.4,𡿖,山中絶皃
22176,3449.1,刹,刹柱也初鎋切二
22177,3449.2,䓭,掃地惡草
22178,3450.1,𥴭,木虎止樂器亦名敔也枯鎋切四
22179,3450.2,楬,上同見禮
22180,3450.3,磍,剥也
22181,3450.4,趏,走皃
22182,3451.1,瞎,一目盲亦作𥈎許鎋切四
22183,3451.2,𪗾,齒堅聲
22184,3451.3,𩮂,𩮂𩮁秃皃
22185,3451.4,㔠,力作㔠㔠
22186,3452.1,獺,獸名他鎋切又他達切一
22187,3453.1,刮,刮削古䫄切五
22188,3453.2,鴰,鶬鴰鳥毛逆九尾又音括
22189,3453.3,劀,利也又古滑切
22190,3453.4,䄆,禳祠名
22191,3453.5,趏,走皃又枯鎋切
22192,3454.1,頢,短面皃也下刮切七
22193,3454.2,𤁪,言不了又不淨
22194,3454.3,𦧠,繒細
22195,3454.4,敌,[畫/盡]皃
22196,3454.5,舌,塞口≆說文作𠯑話栝之類从此
22197,3454.6,姡,面醜
22198,3454.7,咶,息也
22199,3455.1,䫄,䫄頢強可皃丑刮切二
22200,3455.2,𤁫,𤁪𤁫
22201,3456.1,鵽,爾雅曰鵽鳩寇雉郭璞云鵽大如鴿似雌雉䑕腳無後指歧尾爲鳥憨急羣飛出北方沙漠地丁刮切又丁括切三
22202,3456.2,窡,穴中出皃
22203,3456.3,錣,䇿端有鐵
22204,3457.1,刷,刷拭也數刮切又所劣切一
22205,3458.1,刖,去足亦𣙗刖危[之▼之字當刪▲]皃五刮切又音月四
22206,3458.2,䎳,≆說文曰墮耳也
22207,3458.3,㱚,獸食残皃
22208,3458.4,䚴,訶也
22209,3459.1,䵵,黑也初刮切二
22210,3459.2,㔍,斷也又[之/又]芮切
22211,3460.1,𥗥,[𥗥斫/礣砎]莫鎋切四
22212,3460.2,帓,帓帶
22213,3460.3,帕,帕額首飾
22214,3460.4,㩢,打㩢
22215,3461.1,妠,婠妠小兒肥皃女刮切三
22216,3461.2,𤬷,𤭧也亦作𤬼
22217,3461.3,袦,下人帶襦名
22218,3462.1,捌,方言云無齒杷百鎋切二
22219,3462.2,㭭,木名
22220,3463.1,𪈟,𪃈𪈟鳥名似鳧古鎋切四
22221,3463.2,擖,刮聲也又揵也架也折也
22222,3463.3,𩮁,秃皃
22223,3463.4,猰,雜犬
22224,3464.1,𨰉,秦人云切草查鎋切三
22225,3464.2,耫,農具也
22226,3464.3,㳐,㳐㳐水流也
22227,3465.1,哳,嘲哳鳥鳴也陟鎋切四
22228,3465.2,𢧖,𢧻好出證俗文
22229,3465.3,𧶇,𧶇貨也
22230,3465.4,眣,目露皃出聲類
22231,3466.1,𩭿,細毛也而轄切一
22232,3467.1,屑,動作屑屑又淸也敬也顧也勞也≆說文作㞕先結切十[一/二]
22233,3467.2,楔,木楔
22234,3467.3,揳,㩢揳不方正也
22235,3467.4,𨇨,蹩𨇨旋行
22236,3467.5,榍,木名≆說文限也
22237,3467.6,糏,米麥破也
22238,3467.7,僁,動草聲又云鷙鳥之聲又僁僁呻吟也亦作𠋱
22239,3467.8,偰,㒝偰淨也
22240,3467.9,㴽,瀎㴽水皃
22241,3467.1,𦵱,草名
22242,3467.11,𦞚,臆中脂
22243,3467.12,㨝,揲㨝
22244,3468.1,切,割也刻也近也迫也義也≆說文折也千結切八
22245,3468.2,㗫,小語
22246,3468.3,𪙌,𪙌齒也
22247,3468.4,竊,盜也又淺也
22248,3468.5,柣,爾雅曰柣謂之閾又音秩
22249,3468.6,沏,水聲
22250,3468.7,䟙,䟙跌
22251,3468.8,詧,≆說文曰言微親詧也又音察
22252,3469.1,結,締也古屑切十五
22253,3469.2,絜,≆說文曰麻一耑也
22254,3469.3,潔,淸也經典用絜
22255,3469.4,䥛,鎌别名也
22256,3469.5,鍥,上同
22257,3469.6,桔,桔梗
22258,3469.7,𣚃,𣚃槹汲水具也
22259,3469.8,𧾯,走皃
