識別號,廣韻小字序,漢字,字義摘要
21110,3306.22,鏎,𥳑鏎爾雅曰𥳑謂之畢注謂𥳑札也俗從金
21111,3306.23,𠦒,弃糞器說文方干切箕屬
21112,3306.24,𡻞,道邊堂如墻也
21113,3306.25,𥀕,畫韋曰𥀕
21114,3306.26,𥛘,竈上祭
21115,3306.27,罼,兔罟
21116,3307.1,姞,姓一曰字史記云姞氏爲后稷元妃巨乙切五
21117,3307.2,佶,正也閑也
21118,3307.3,鮚,說文云蚌也漢律會稽獻鮚醬二𦫵
21119,3307.4,趌,直行
21120,3307.5,狤,狤狂
21121,3308.1,邲,地名在鄭又美皃毗必切二十一
21122,3308.2,比,比次又毗妣鼻三音
21123,3308.3,柲,偶也
21124,3308.4,馝,香也又虜複姓後魏書馝[邦/邗]氏後改爲[邦/邗]氏
21125,3308.5,苾,說文曰馨香也詩曰苾苾芬芬
21126,3308.6,䩛,車[革/束]
21127,3308.7,佖,有威儀也
21128,3308.8,鮩,魚名
21129,3308.9,駜,馬肥
21130,3308.1,坒,相連
21131,3308.11,飶,食之香者
21132,3308.12,綼,紷也又必覓切
21133,3308.13,鮅,魚名
21134,3308.14,怭,慢也
21135,3308.15,泌,水[浹/狹]流又必媚切
21136,3308.16,𨠔,飲酒俱盡
21137,3308.17,䖩,黒蜂
21138,3308.18,吡,鳴吡吡亦作咇
21139,3308.19,𣢠,吹𣢠
21140,3308.2,咇,言不了
21141,3308.21,妼,女有容儀
21142,3309.1,䫻,大風也于筆切五
21143,3309.2,𣅕,說文曰水流也
21144,3309.3,汨,上同
21145,3309.4,𦳯,草名
21146,3309.5,㧒,揘㧒擊皃
21147,3310.1,率,循也領也將也用也行也說文曰捕鳥[篳/畢]也象絲罔上下其竿柄也俗作卛所律切十
21148,3310.2,帥,佩巾又將帥亦姓本姓師晉景帝諱改爲帥氏晉有尚書郎帥昺又所類切
21149,3310.3,蟀,蟋蟀
21150,3310.4,𧍓,上同
21151,3310.5,䢦,先導
21152,3310.6,𠞩,割也斷也出埤蒼
21153,3310.7,𧜠,裾𧜠短衣
21154,3310.8,咰,咰飲酒皃
21155,3310.9,𠌭,行皃
21156,3310.1,𧗿,循也說文曰將衞也
21157,3311.1,叱,呵叱也又虜複姓九氏夏録有將作大匠叱干阿利西魏有開府叱奴興南陽公叱羅協後魏官氏志有叱吕叱門叱利叱李叱列叱盧等氏亦虜三字姓周有侍中叱伏列龜其傳云代郡西部人昌栗切一
21158,3312.1,𪗨,齧聲仕叱切一
21159,3313.1,密,說文云山脊也又靜也亦州名古姑幕城秦琅邪郡隋爲密州因水以名之又姓漢有尚書密忠又漢複姓三氏何氏姓苑云密茅氏琅邪人又有密革氏密須氏俗作密美[畢/筆]切十
21160,3313.2,𡶇,山形如堂
21161,3313.3,蔤,荷本下白
21162,3313.4,宓,埤蒼云袐宓又音謐
21163,3313.5,滵,滵汩水流皃
21164,3313.6,沕,塵濁
21165,3313.7,樒,香木
21166,3313.8,𥄃,不見皃
21167,3313.9,𪅮,鳥名
21168,3313.1,𥉴,𥉴𥉴不可測量也
21169,3314.1,弼,輔也備也房密切十
21170,3314.2,𢐀,上同說文作此
21171,3314.3,㢸,[同上]
21172,3314.4,𠡂,並古文
21173,3314.5,䄶,䄶𥠈禾重生
21174,3314.6,𢘍,輔也
21175,3314.7,駜,馬肥
21176,3314.8,胇,胇肸大皃
21177,3314.9,邲,地名
21178,3314.1,佖,威儀備也
21179,3315.1,乙,辰名爾雅云太歳在乙曰旃蒙亦姓前燕有護軍乙逸又虜複姓三氏後魏獻帝命叔父之胤曰乙旃氏後改爲叔氏前燕録有髙麗王乙弗利後魏有都督乙干貴又虜三字姓有乙速孤氏於筆切三
21180,3315.2,鳦,燕也說文本作乙燕乙𤣥鳥也齊魯謂之乙取鳴自呼象形本烏轄切或从鳥
21181,3315.3,亄,貪也
21182,3316.1,耴,[贅/聱]耴魚鳥狀也魚乙切又女涉切七
21183,3316.2,聉,無知意也
21184,3316.3,㔎,斷也
21185,3316.4,𡿪,水流皃
21186,3316.5,圪,髙皃
21187,3316.6,𦨇,舟行
21188,3316.7,𠡝,動𠡝𠡝
21189,3317.1,筆,秦蒙恬所造爾雅曰不律謂之筆韓詩外傳周舍爲趙𥳑子臣墨筆操牘從君之後伺君過而書之鄙密切九
21190,3317.2,潷,去滓
21191,3317.3,鉍,矛柄
21192,3317.4,柲,柄也
21193,3317.5,泌,泌瀄水流
21194,3317.6,𢴩,方言刺也亦作抋
21195,3317.7,咇,咇㘉多言
21196,3317.8,㻶,青白玉管天之所授
21197,3317.9,𨅗,走也
21198,3318.1,茁,草牙也徵筆切又鄒律莊月二切一
21199,3319.1,肸,肸蠁俗作肹羲乙切一
21200,3320.1,曁,姓也吳尚書曁豔居乙切又[泉/臮]旣二音一
21201,3321.1,蛭,蛭蝚丁悉切又之日切一
21202,3322.1,獝,狂也況必切一
21203,3323.1,術,技術說文曰邑中道也又姓食聿切十一
21204,3323.2,述,著述說文循也又姓風俗通云魯大夫仲述之後也
21205,3323.3,秫,穀名
21206,3323.4,术,上同
21207,3323.5,沭,水名在琅邪今沭陽縣在海州
21208,3323.6,噊,爾雅曰危也又音聿
21209,3323.7,袕,爾雅袕謂之褮謂衣開孔也褮音[塋/熒]
21210,3323.8,潏,爾雅曰小沚曰坻人所爲爲潏謂人力所作又音聿音譎
21211,3323.9,鱊,小魚名爾雅曰鱊鮬鱖鯞又音聿
21212,3323.1,驈,黒馬白髀又音聿
21213,3323.11,𧑐,𧑐蟥也又音聿
21214,3324.1,橘,果名周禮云橘踰淮而北爲枳居聿切八
21215,3324.2,𦺖,草名
21216,3324.3,繘,汲綆又餘律切
21217,3324.4,𧾣,走意
21218,3324.5,𧽻,上同
21219,3324.6,䤎,醬也
21220,3324.7,𦙮,姓也出韻譜
21221,3324.8,𣎛,月在乙也
21222,3325.1,崒,山髙慈卹切四
21223,3325.2,踤,摧踤又觸也駭蹋也
21224,3325.3,誶,讓也
21225,3325.4,捽,把捽
21226,3326.1,聿,循也遂也述也說文曰所以書也楚謂之聿吳謂之不律燕謂之弗秦謂之筆餘律切二十一
21227,3326.2,鴪,飛快
21228,3326.3,燏,火光
21229,3326.4,遹,述也自也一曰遵也
21230,3326.5,鷸,鳥名
21231,3326.6,驈,黒馬白髀又音述
21232,3326.7,繘,汲綆又音橘
21233,3326.8,𩙅,疾風
21234,3326.9,潏,水流皃
21235,3326.1,矞,說文曰以錐有所穿也一曰滿也
21236,3326.11,霱,霱雲瑞雲本亦作矞
21237,3326.12,𧑐,𧑐蟥也
21238,3326.13,䢖,行皃
21239,3326.14,芛,草木初生
21240,3326.15,欥,[欥/◫曰欠]詞也
21241,3326.16,鱊,小魚名
21242,3326.17,噊,鳥鳴
21243,3326.18,䋖,䋖長
21244,3326.19,銉,針銉
21245,3326.2,𦒔,飛𦒔
21246,3326.21,𥎐,𥎐出
21247,3327.1,卒,終也盡也子聿切又倉沒切又則骨切五
21248,3327.2,𣨛,終也
21249,3327.3,䱣,儵鮪別名
21250,3327.4,㰵,飲也玉篇云吮也
21251,3327.5,啐,啐律聲
21252,3328.1,卹,分賑辛聿切十五
21253,3328.2,恤,憂恤
21254,3328.3,戌,辰名爾雅太歳在戌曰閹茂又滅也
21255,3328.4,訹,謏訹誘也謏蘇了切
21256,3328.5,珬,珂屬
21257,3328.6,𧪞,靜也又音盍
21258,3328.7,䳳,小鳥名
21259,3328.8,賉,賑賉
21260,3328.9,𣸃,水流𣸃𣸃
21261,3328.1,㖅,口鳴㖅㖅
21262,3328.11,𧊥,海蟀
21263,3328.12,銊,鋸聲
21264,3328.13,欰,鳴欰欰
21265,3328.14,𥚋,不能行也
21266,3328.15,𨜿,頽下
21267,3329.1,律,律吕又律法也吕䘏切八
21268,3329.2,寽,持取今寽禾是
21269,3329.3,繂,繩船上用亦作𦆽
21270,3329.4,膟,腸閒脂說文曰血祭肉也又作𦝭
21271,3329.5,䔞,音譜云草子甲
21272,3329.6,葎,蔓草有刺
21273,3329.7,𥭐,竹𥭐以射鳥也
21274,3329.8,𠷈,鳴也亦作◫口率
21275,3330.1,黜,貶下也亦作絀丑律切八
21276,3330.2,怵,怵惕
21277,3330.3,𧺶,走也
21278,3330.4,炪,火光
21279,3330.5,䟣,獸跡
21280,3330.6,㤕,憂心也又音窋
21281,3330.7,𤝞,獸名
21282,3330.8,欪,訶也又許吉切
21283,3331.1,㤕,憂心也竹律切八
21284,3331.2,窋,物在穴皃
21285,3331.3,絀,縫也
21286,3331.4,䂐,短皃
21287,3331.5,㑁,上同
21288,3331.6,逫,走皃
21289,3331.7,𡢑,面短皃
21290,3331.8,泏,水出皃
21291,3332.1,术,藥名直律切三
21292,3332.2,𦬸,上同
21293,3332.3,炢,煙出
21294,3333.1,出,進也見也遠也赤律切又赤季切一
21295,3334.1,焌,火燒亦火滅也倉聿切一
21296,3335.1,𠭴,吳人呼短側律切二
21297,3335.2,𦦖,雞兒出殼聲
21298,3336.1,䎉,飛去皃許聿切四
21299,3336.2,怴,狂也
21300,3336.3,䬂,小風皃
21301,3336.4,𥄵,深目皃
21302,3337.1,櫛,梳也阻瑟切六
21303,3337.2,楖,上同見周禮
21304,3337.3,瀄,瀄汨水聲
21305,3337.4,㘉,咇㘉
21306,3337.5,𥠈,䄶𥠈禾重生䄶音弼
21307,3337.6,擳,挃擳
21308,3338.1,瑟,樂器丗本曰庖犧作瑟所櫛切六
21309,3338.2,飋,飋䫻風也
21310,3338.3,蟋,蟋蟀又音悉
21311,3338.4,蝨,蟣蝨淮南子云大厦成而燕雀相賀湯沐具而蟣蝨相弔俗作虱[⊟卂虫]
21312,3338.5,璱,玉鮮絜皃今爲之璱璱者其色碧也
21313,3338.6,𦆄,𦆄𦆄色也亦作𩇣
21314,3339.1,𪗨,齒聲崱瑟切一
21315,3340.1,物,萬物也又旗名周禮雜帛爲物說文曰牛爲大物天地之數起於牽牛故从牛勿文弗切九
21316,3340.2,勿,無也莫也說文曰州里所建旗也象其柄有三斿雜帛幅半異所以趣民故遽稱勿勿又作𣃦
21317,3340.3,𣃦,上同
21318,3340.4,芴,土瓜
21319,3340.5,岉,崛岉髙皃
21320,3340.6,伆,離也又武粉切
21321,3340.7,𨑥,遠也
21322,3340.8,昒,尚冥也又音忽
21323,3340.9,沕,沕穆微也
21324,3341.1,弗,說文犞也分勿切二十
21325,3341.2,紱,綬也
21326,3341.3,黻,黼黻
21327,3341.4,綍,大索葬者引車
21328,3341.5,紼,上同
21329,3341.6,芾,草木盛也
21330,3341.7,巿,說文曰韠也上古衣蔽前而已巿以象之天子朱巿諸侯赤巿大夫葱衡从巾象連帶之形經典作芾
21331,3341.8,韍,上同
21332,3341.9,不,與弗同又府鳩方久二切
21333,3341.1,𨚓,姓也漢有九江太守𨚓修
21334,3341.11,翇,說文曰樂舞執全羽以祀社稷也周禮作帗
21335,3341.12,柫,連枷杖打穀者出方言
21336,3341.13,𡗻,大也
21337,3341.14,髴,婦人首飾
21338,3341.15,冹,寒冰皃
21339,3341.16,帗,毳又音撥
21340,3341.17,𩖼,風皃
21341,3341.18,笰,輿後笰也
21342,3341.19,𤊸,熚𤊸鬼火說文作𤒓
21343,3341.2,甶,鬼頭
21344,3342.1,鬱,香草又氣也長也幽也滯也腐臭也悠思也說文曰木叢生者又姓出姓苑紆物切十二
21345,3342.2,欝,俗
21346,3342.3,灪,灪滃大水
21347,3342.4,爩,煙氣
21348,3342.5,𩚴,飴和豆也
21349,3342.6,黦,黃黒色也
21350,3342.7,𥘄,𥘄䃶小石
21351,3342.8,菀,藥草又音苑
21352,3342.9,尉,說文作尉从𡰥[火/又]持火所以申繒也亦姓古有尉繚子著書又虜複姓有尉遟氏其先魏氏之別尉遟部因而氏焉後單姓尉唐有將軍尉遟敬德又於魏切
21353,3342.1,熨,火展帛也說文本作㷉見上注
21354,3342.11,蔚,草名又曰無子菣也亦州名春秋時屬晉後入趙秦滅趙爲代郡東魏置北靈丘郡周宣帝置蔚州也
21355,3342.12,𩰪,說文云芳草也
21356,3343.1,𠀔,無左臂也九勿切又九月切十
21357,3343.2,孒,一同說文作此
21358,3343.3,𦁐,翟衣
21359,3343.4,厥,夏曰獯鬻殷曰鬼方周曰獫狁漢曰匈奴魏曰突厥出漢書音義又音蕨
21360,3343.5,屈,屈産地名出良馬亦姓楚有屈平又音詘
21361,3343.6,鶌,爾雅曰鶌鳩鶻鵃郭璞云似山鵲而小短尾青黒色多聲
21362,3343.7,趉,走皃
21363,3343.8,𧱝,豕𧱝土也
21364,3343.9,𠜾,剞𠜾曲刀
21365,3343.1,䠇,律䠇多力
21366,3344.1,屈,拗曲亦姓又虜複姓屈突氏又羌複姓有屈男氏區勿切三
21367,3344.2,詘,辝塞
21368,3344.3,𧌑,蛣𧌑蟲
21369,3345.1,倔,倔强衢物切九
21370,3345.2,䠇,足多力也
21371,3345.3,崛,山短而髙
21372,3345.4,𡲬,短尾鳥
21373,3345.5,䘿,衣短
21374,3345.6,𡲗,短尾犬
21375,3345.7,堀,說文曰突也引詩曰蜉蝣堀閱
21376,3345.8,𧱝,豕𧱝地
21377,3345.9,掘,掘地
21378,3346.1,佛,牟子曰漢明帝夢神人身有日光飛在殿前以問群臣傅毅對曰天竺有佛將其神也學記曰其施之也悖其求之也佛符弗切九
21379,3346.2,怫,怫鬱
21380,3346.3,坲,塵起
21381,3346.4,𡶒,山曲說文作岪山脅道也
21382,3346.5,咈,戾也
21383,3346.6,䞞,走皃
21384,3346.7,刜,斫也擊也
21385,3346.8,𣀣,玉篇云理也
21386,3346.9,炥,火皃
21387,3347.1,䬍,疾風許勿切六
21388,3347.2,𩘐,俗
21389,3347.3,欻,暴起
21390,3347.4,𦱧,疾也
21391,3347.5,㗵,訶㗵
21392,3347.6,烼,火煨起皃
21393,3348.1,䬑,風聲王勿切六
21394,3348.2,𢯮,擲也
21395,3348.3,觱,羌人吹角
21396,3348.4,抭,揑㧒
21397,3348.5,䁌,䁌䁌見
21398,3348.6,𢔥,行也
21399,3349.1,拂,去也拭也除也擊也敷勿切十二
21400,3349.2,𢂀,韜髮
21401,3349.3,嶏,崩聲
21402,3349.4,茀,草多
21403,3349.5,祓,除灾求福亦絜也又音廢
21404,3349.6,艴,淺色
21405,3349.7,刜,擊也斫也
21406,3349.8,乀,左戾曰乀
21407,3349.9,䭮,額前飾也
21408,3349.1,髴,髣髴亦作彷彿
21409,3349.11,彿,彷彿俗
21410,3349.12,𧿳,跳也
21411,3350.1,崛,危崛山皃魚勿切一
21412,3351.1,迄,爾雅云至也許訖切九
21413,3351.2,仡,壯勇皃又魚訖切
21414,3351.3,釳,乗輿馬上插翟尾者曰方釳釳鐵也廣三寸又魚訖切
21415,3351.4,肸,肸蠁又許乙切
21416,3351.5,忔,喜也
21417,3351.6,䒗,爾雅曰藒車䒗輿郭璞云藒車香草又音乞
21418,3351.7,䛥,語瞋聲
21419,3351.8,莔,吳王孫休長子字也
21420,3351.9,汔,水涸盡
21421,3352.1,訖,止也居[乙/乞]切五
21422,3352.2,吃,語難漢書曰司馬相如吃而善著書也
21423,3352.3,扢,摩也
21424,3352.4,曁,姓也吳有尚書曁豔
21425,3352.5,䰴,魚游
21426,3353.1,疙,癡皃魚迄切五
21427,3353.2,屹,屹崪山皃
21428,3353.3,圪,髙土
21429,3353.4,𧆫,虎皃
21430,3353.5,仡,壯勇皃
21431,3354.1,䞘,行皃其迄切二
21432,3354.2,𢇓,𧰙也
21433,3355.1,乞,求也說文本作气音氣今作乞取之乞又虜複姓晉有乞伏國仁太元十年稱秦王於金城去訖切三
21434,3355.2,䒗,又許訖切
21435,3355.3,契,契丹夷名出字林
21436,3356.1,月,范子計然云月者尺也者紀度而成數也王子年拾遺録曰水精爲月魚厥切十一
21437,3356.2,刖,絶也斷足刑也又五刮切
21438,3356.3,跀,並上同見說文
21439,3356.4,𧿁,並上同見說文
21440,3356.5,軏,車轅端曲木也又五骨切
21441,3356.6,抈,折也
21442,3356.7,扤,動也又五骨切
21443,3356.8,枂,鞍枂
21444,3356.9,鈅,兵器
21445,3356.1,玥,神珠
21446,3356.11,𦘹,山也
21447,3357.1,伐,征也斬木也又自矜曰伐房越切十四
21448,3357.2,筏,大曰筏小曰桴乗之渡水
21449,3357.3,栰,上同
21450,3357.4,罰,罪罰元命包曰网言爲詈刀詈爲罰罰之言网陷於害
21451,3357.5,閥,閥閱自序
21452,3357.6,垡,耕土
21453,3357.7,橃,木橃說文曰海中大船也
21454,3357.8,䑔,舂米
21455,3357.9,瞂,盾也或作𢧕
21456,3357.1,拔,爾雅云拔龍葛也似葛蔓生葉細莖赤也
21457,3357.11,茷,茷茂皃
21458,3357.12,藅,藆藅草
21459,3357.13,坺,地名
21460,3357.14,䣹,酒一䣹也
21461,3358.1,越,墜也干也於也遠也走也逾也曰也揚也說文度也亦吳越又姓句踐之後又虜三字姓後秦録有北梁州刺史越質詰歸王伐切十六
21462,3358.2,𨒋,說文踰也
21463,3358.3,粤,辝也于也
21464,3358.4,戉,說文曰大斧也司馬法曰夏執𤣥戊殷執白戚周左杖黃戊又作鉞
21465,3358.5,鉞,上同
21466,3358.6,䋐,紵布說文曰采彰也一曰車馬飾
21467,3358.7,樾,樹隂
21468,3358.8,蚏,蟚蚏似蟹而小
21469,3358.9,曰,辝也於也之也
21470,3358.1,𥩡,竚立也
21471,3358.11,𡛟,輕也
21472,3358.12,璏,劒鼻玉
21473,3358.13,熭,暴乾
21474,3358.14,𣐋,木名
21475,3358.15,𧊎,螊𧊎蚌出魏書
21476,3358.16,泧,大水
21477,3359.1,厥,其也亦短也說文曰發石也又姓京兆人也漢賜衡山王妾厥氏居月切十九
21478,3359.2,氒,古文
21479,3359.3,蹶,失腳又走也速也嘉也說文僵也一曰跳也亦作蹷又音橛
21480,3359.4,𨇮,說文上同
21481,3359.5,𧽸,跳𧽸
21482,3359.6,𧼞,上同
21483,3359.7,瘚,氣逆
21484,3359.8,劂,刻刀
21485,3359.9,蕨,蕨菜
21486,3359.1,蟨,獸名走之則顚蛩蛩前足髙不得食而善走蟨常爲蛩蛩取食蛩蛩負之而走也
21487,3359.11,蟩,蟩蜉蟲
21488,3359.12,橜,𣏾也又其月切
21489,3359.13,𥕲,發石
21490,3359.14,𠢤,强力
21491,3359.15,欮,發也
21492,3359.16,撅,撅撥物也
21493,3359.17,鱖,魚名
21494,3359.18,孒,短也
21495,3359.19,𠄌,說文曰鉤識也从反𠄌象形
21496,3360.1,𡡕,嬄𡡕婦人皃於月切四
21497,3360.2,𩚴,飴和豆又作𩜌說文作𧯡
21498,3360.3,噦,逆氣又乙劣切
21499,3360.4,黦,黃黒色說文作𪑲黒有文也
21500,3361.1,𧤼,以角發物其月切十三
21501,3361.2,鷢,白鷢一名[揚鳥/鸉]似鷹尾上白善捕鼠也
21502,3361.3,橜,說文杙也一曰門梱亦作橛
21503,3361.4,撅,採撅亦樗蒲三采名
21504,3361.5,蹷,又音厥
21505,3361.6,掘,穿也
21506,3361.7,赶,舉尾走也
21507,3361.8,憠,強也
21508,3361.9,𨬐,磨𨬐
21509,3361.1,䞷,行越[-/䞷也]
21510,3361.11,𣖬,𣖬株山名
21511,3361.12,𩪜,尾本
21512,3361.13,亅,說文曰鉤逆者謂之亅象形
21513,3362.1,闕,門觀也廣雅曰象魏闕也釋名曰闕在門兩旁中央闕然爲道也又失也過[-/也]不供也又姓出下邳漢有荆州刺史闕翊去月切三
21514,3362.2,㵐,水名在義陽
21515,3362.3,𦁐,𦁐狄衣周禮作闕禮記作屈
21516,3363.1,髮,頭毛也說文根也又姓漢有東海人髮福治詩又有不毛之地莊子謂之窮髮方伐切六
21517,3363.2,𩠖,說文上同
21518,3363.3,𩑛,古文
21519,3363.4,發,發起又舒也明也舉也闋也揚也說文曰䠶發也
21520,3363.5,颰,疾風
21521,3363.6,冹,寒水又音弗
21522,3364.1,韤,足衣漢張釋之與王生結韤望發切五
21523,3364.2,韈,並上同
21524,3364.3,襪,並上同
21525,3364.4,𥄎,舉目使人
21526,3364.5,㒝,㒝羯東北夷名似髙麗
21527,3365.1,䬂,小風許月切六
21528,3365.2,䟠,走皃
21529,3365.3,泧,水皃
21530,3365.4,狘,獸名又走皃
21531,3365.5,䎀,飛皃
21532,3365.6,㞽,山皃
21533,3366.1,謁,請也告也白也又姓風俗通云漢有汝南太守謁渙於歇切五
21534,3366.2,閼,爾雅云太歳在卯曰單閼又於葛於連二切
21535,3366.3,暍,傷熱亦作㷎𤸎
21536,3366.4,𢉥,說文曰屋迫也
21537,3366.5,黦,色壞也又於月紆物二切
21538,3367.1,歇,氣洩也休息也又竭也許竭切五
21539,3367.2,蠍,螫蟲人
21540,3367.3,猲,猲獢短喙犬也
21541,3367.4,𤢔,上同
21542,3367.5,𦪬,𦪬艎大船
21543,3368.1,訐,面斥人以言論語注云訐謂攻發人隂私也居竭切又居列切六
21544,3368.2,𧼨,走皃
21545,3368.3,羯,犗[羯/羊]
21546,3368.4,揭,揭起說文曰髙舉也
21547,3368.5,𢶆,俗
21548,3368.6,鍻,金鍻
21549,3369.1,𢷒,擔𢷒物也本亦作揭其謁切五
21550,3369.2,揭,上同
21551,3369.3,竭,盡也
21552,3369.4,碣,碣石海中山名今爲碑碣字李斯造
21553,3369.5,楬,表楬閥閱自序名
21554,3370.1,怖,惶懼也普故切五
21555,3371.1,钀,馬勒旁鐵語訐切一
21556,3372.1,没,沈也又虜三字姓有沒路眞氏出後魏書莫勃切六
21557,3372.2,殁,死也說文終也又作歾
21558,3372.3,𤣻,玉名
21559,3372.4,𩑦,内頭水中又烏沒切
21560,3372.5,𠬛,說文曰入水有所取也
21561,3372.6,莈,草
21562,3373.1,𣅝,入水又出皃土骨切一
21563,3374.1,骨,說文曰肉之覈也尸子曰徐偃王有筋無骨亦見史記又
21564,3374.2,縎,縎結
21565,3374.3,鶻,鶻鳩又搰猾二音
21566,3374.4,滑,滑稽謂俳諧也
21567,3374.5,䮩,䮩𩢎獸出北海
21568,3374.6,啒,憂也
21569,3374.7,淈,≆說文濁也一曰滒泥又水出皃
21570,3374.8,汩,≆說文濁也一曰滒泥又水出皃
21571,3374.9,愲,心亂
21572,3374.1,蓇,不實草
21573,3374.11,尳,膝病
21574,3374.12,㾶,上同
21575,3374.13,榾,枸榾木也
21576,3374.14,䓛,刷也或從竹
21577,3374.15,扢,摩也
21578,3374.16,㒴,摩也
21579,3375.1,勃,卒也又姓丗本宋右師之後又梁武帝改豫章王綜姓勃氏蒲沒切二十三
21580,3375.2,渤,渤澥海名又水皃
21581,3375.3,𩣡,𩣡馬獸名似馬牛尾一角又音雹
21582,3375.4,𩱚,≆說文曰[吹/炊]釜溢也
21583,3375.5,餑,麵餑
21584,3375.6,𡋯,塵起
21585,3375.7,馞,大香
21586,3375.8,悖,逆也又音背
21587,3375.9,䄶,䄶稡禾所秀不成聚向上皃
21588,3375.1,郣,郡名
21589,3375.11,浡,浡然興作
21590,3375.12,𣭷,𣭷㲞毛短
21591,3375.13,𢠜,昬亂
21592,3375.14,㪍,㪍卒旋放之皃
21593,3375.15,誖,言亂
21594,3375.16,㶿,煙起皃
21595,3375.17,桲,榅桲果似樝
21596,3375.18,孛,星也又怪氣
21597,3375.19,艴,艴然不悦
21598,3375.2,挬,拔也
21599,3375.21,脖,胦臍
21600,3375.22,𦸦,蘩母
21601,3375.23,鵓,鵓𪅄鳥名
21602,3376.1,咄,呵也當沒切四
21603,3376.2,柮,榾柮木頭又五栝切
21604,3376.3,𩢎,䮩𩢎獸出北海
21605,3376.4,𩨳,鳥鳴豫知吉凶也
21606,3377.1,宊,出皃他骨切六
21607,3377.2,棁,大杖也又音拙
21608,3377.3,𠫓,不孝之子≆說文曰不順忽出也篆文从到子
21609,3377.4,𡿮,≆說文同上或从到古文子
21610,3377.5,㥆,㥆忽[不/也]悵也≆說文肆也
21611,3377.6,䠈,[䟿/蹂]也𨁸䠈前不進也
21612,3378.1,突,觸也欺也≆說文曰犬从穴中暫出也一曰滑也陀骨切十四
21613,3378.2,揬,搪揬
21614,3378.3,腯,≆說文曰牛羊曰肥豕曰腯
21615,3378.4,鼵,鳥䑕同穴其鳥曰䳜其䑕曰鼵鼵如人家䑕而短尾
21616,3378.5,葖,爾雅曰葖蘆萉郭璞云萉冝爲菔蘆菔蕪菁屬紫華大根俗呼雹葖
21617,3378.6,鶟,鶟鶘鳥名似雉青身白首
21618,3378.7,堗,竈堗漢書作突云曲突徙薪亡恩澤
21619,3378.8,𦩤,艒𦩤釣船
21620,3378.9,鈯,鈍也又小刃也
21621,3378.1,𦔅,耕禾[開/閒]也
21622,3378.11,𣔻,[植也又傳者/瑣植又傳也]
21623,3378.12,凸,凸出皃
21624,3378.13,𡿮,≆說文本他忽切義見上文
21625,3378.14,鍎,覆鍎
21626,3379.1,𩑦,內頭水中烏沒切九
21627,3379.2,腽,腽肭肥
21628,3379.3,殟,心悶
21629,3379.4,嗢,咽也又虜複姓後魏書有嗢盆氏又虜三字姓嗢石蘭氏
21630,3379.5,䯉,≆說文曰咽中息不利也本一滑切
21631,3379.6,榅,榅桲果似樝也
21632,3379.7,揾,手撩物皃
21633,3379.8,淴,水出聲
21634,3379.9,馧,馧馞大香
21635,3380.1,忽,倐忽又滅也忘也輕也又[十/一]蠶爲一忽十忽爲一絲呼骨切十七
21636,3380.2,昒,尚冥也
21637,3380.3,㾁,狂病又音欻
21638,3380.4,匫,古器
21639,3380.5,寣,睡一覺
21640,3380.6,笏,一名手板品官所執天子以玉諸侯以象大夫魚須文竹士木可也釋名笏忽也有事書其上以備忽忘
21641,3380.7,䩐,急擷也擷呼結切
21642,3380.8,曶,≆說文曰出气詞也篆文本作≆曶象气出形
21643,3380.9,𨑥,逺也
21644,3380.1,啒,憂皃
21645,3380.11,𣓗,髙皃
21646,3380.12,㦌,寢熟
21647,3380.13,𦁕,微也
21648,3380.14,𢑢,豕屬
21649,3380.15,惚,恍惚亦作忽
21650,3380.16,䬍,疾風皃
21651,3380.17,𤶘,睡多
21652,3381.1,兀,髙皃又姓後漢改樂安王元覽爲兀氏五忽切十六
21653,3381.2,扤,摇動
21654,3381.3,杌,樹無枝也
21655,3381.4,屼,𡼿屼秃山皃又五屼山名在犍爲
21656,3381.5,矹,硉矹不穩皃
21657,3381.6,䦍,䦍括也又云㚔者
21658,3381.7,鼿,鼻也
21659,3381.8,𦨉,≆說文曰船行不安也
21660,3381.9,䑢,俗
21661,3381.1,𠨜,𦤞𠨜不安也
21662,3381.11,㽾,≆說文曰病也
21663,3381.12,𤴰,俗
21664,3381.13,軏,輗軏又音月
21665,3381.14,𧈭,蛤蟹
21666,3381.15,刖,刮刖又音月
21667,3381.16,𦬂,艾𦬂
21668,3382.1,䪬,按物聲或作𥩾普沒切五
21669,3382.2,昢,明旦日出皃
21670,3382.3,哱,吹氣聲
21671,3382.4,㛘,㛘乳女字
21672,3382.5,馞,香皃
21673,3383.1,𠀽,筩射勒没切五
21674,3383.2,硉,硉矹
21675,3383.3,𨁸,𨁸䠈前不進也
21676,3383.4,𥓎,𥓎矹崖狀
21677,3383.5,㪐,㪐㩿不穩又不利也
21678,3384.1,窟,窟穴苦骨切十五
21679,3384.2,顝,大頭皃
21680,3384.3,泏,漚池
21681,3384.4,𩑔,[皃/白]秃
21682,3384.5,矻,用心矻矻
21683,3384.6,堀,宋玉云堀堁揚塵又音掘
21684,3384.7,𡑧,≆說文曰囚突出也本胡八切
21685,3384.8,㧾,擊也
21686,3384.9,圣,汝潁閒謂致力於地曰圣
21687,3384.1,㩿,㪐㩿不穩
21688,3384.11,𡑣,土塞
21689,3384.12,䯇,力作
21690,3384.13,𡼿,𡼿屼秃山皃
21691,3384.14,𥌄,目突𥌄
