小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
3125,三,蘇暫,sam3,4.54闞,心,s,齒音,齒頭音,全清,送氣,談開1舒聲,am,咸,談,闞,去,開,1,開洪
3126,豔,以贍,Øiam7,4.55豔,以,Ø,喉音,喉音,次濁,發聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3127,贍,時豔,siam7,4.55豔,禪,s,齒音,正齒近齒頭,全濁,送氣,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3128,染,而豔,jiam7,4.55豔,日,j,半齒音,半齒,次濁,收聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3129,厭,於豔,Øiam3,4.55豔,影,Ø,喉音,喉音,全清,發聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3130,窆,方驗,hiam3,4.55豔,非,h,脣音,輕脣音,全清,發聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3131,驗,魚窆,giam7,4.55豔,疑,g,牙音,牙音,次濁,收聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3132,閃,舒贍,siam3,4.55豔,書,s,齒音,正齒近舌上,全清,送氣,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3133,𡄑,子豔,ciam3,4.55豔,精,c,齒音,齒頭音,全清,發聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3134,壍,七豔,chiam3,4.55豔,清,ch,齒音,齒頭音,次清,送氣,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3135,殮,力驗,liam7,4.55豔,來,l,半舌音,半舌,次濁,收聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3136,覘,丑豔,thiam3,4.55豔,徹,th,舌音,舌上音,次清,送氣,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3137,䠨,昌豔,chiam3,4.55豔,昌,ch,齒音,正齒近舌上,次清,送氣,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3138,𢜰,於驗,Øiam3,4.55豔,影,Ø,喉音,喉音,全清,發聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3139,潛,慈豔,ciam7,4.55豔,從,c,齒音,齒頭音,全濁,,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3140,占,章豔,ciam3,4.55豔,章,c,齒音,正齒近舌上,全清,發聲,鹽開4舒聲,iam,咸,鹽,豔,去,開,4,開細
3141,㮇,他念,thiam3,4.56𣕊,透,th,舌音,舌頭音,次清,送氣,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3142,念,奴店,liam7,4.56𣕊,泥,l,舌音,舌頭音,次濁,收聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3143,店,都念,tiam3,4.56𣕊,端,t,舌音,舌頭音,全清,發聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3144,䃸,先念,siam3,4.56𣕊,心,s,齒音,齒頭音,全清,送氣,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3145,磹,徒念,tiam7,4.56𣕊,定,t,舌音,舌頭音,全濁,,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3146,趝,紀念,kiam3,4.56𣕊,見,k,牙音,牙音,全清,發聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3147,酓,於念,Øiam3,4.56𣕊,影,Ø,喉音,喉音,全清,發聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3148,僭,子念,ciam3,4.56𣕊,精,c,齒音,齒頭音,全清,發聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3149,䁮,漸念,ciam7,4.56𣕊,從,c,齒音,齒頭音,全濁,,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3150,兼,古念,kiam3,4.56𣕊,見,k,牙音,牙音,全清,發聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3151,傔,苦念,khiam3,4.56𣕊,溪,kh,牙音,牙音,次清,送氣,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3152,稴,力念,liam7,4.56𣕊,來,l,半舌音,半舌,次濁,收聲,添開3舒聲,iam,咸,添,㮇,去,開,3,開細
3153,釅,魚欠,giam7,4.57釅,疑,g,牙音,牙音,次濁,收聲,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3154,脅,許欠,hiam3,4.57釅,曉,h,喉音,喉音,次清,送氣,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3155,㪁,丘釅,khiam3,4.57釅,溪,kh,牙音,牙音,次清,送氣,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3156,𦲯,亡劒,biam7,4.57釅,微,b,脣音,輕脣音,次濁,收聲,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3157,陷,戸韽,ham7,4.58陷,匣,h,喉音,喉音,全濁,送氣,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3158,韽,於陷,Øam3,4.58陷,影,Ø,喉音,喉音,全清,發聲,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3159,蘸,莊陷,cam3,4.58陷,莊,c,齒音,正齒近齒頭,全清,發聲,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3160,𪉜,陟陷,tam3,4.58陷,知,t,舌音,舌上音,全清,發聲,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3161,歉,口陷,kham3,4.58陷,溪,kh,牙音,牙音,次清,送氣,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3162,𧸖,佇陷,tam7,4.58陷,澄,t,舌音,舌上音,全濁,,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3163,儳,仕陷,cam7,4.58陷,崇,c,齒音,正齒近齒頭,全濁,,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3164,𪉦,公陷,kam3,4.58陷,見,k,牙音,牙音,全清,發聲,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3165,諵,尼賺,lam7,4.58陷,娘,l,舌音,舌上音,次濁,收聲,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3166,顑,玉陷,gam7,4.58陷,疑,g,牙音,牙音,次濁,收聲,咸開2舒聲,am,咸,咸,陷,去,開,2,開洪
3167,鑑,格懺,kam3,4.59鑑,見,k,牙音,牙音,全清,發聲,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3168,懺,楚鑑,cham3,4.59鑑,初,ch,齒音,正齒近齒頭,次清,送氣,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3169,覱,子鑑,cam3,4.59鑑,精,c,齒音,齒頭音,全清,發聲,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3170,釤,所鑑,sam3,4.59鑑,生,s,齒音,正齒近齒頭,全清,送氣,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3171,㒈,許鑑,ham3,4.59鑑,曉,h,喉音,喉音,次清,送氣,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3172,埿,蒲鑑,pam7,4.59鑑,並,p,脣音,重脣音,全濁,,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3173,㽉,胡懺,ham7,4.59鑑,匣,h,喉音,喉音,全濁,送氣,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3174,鑱,士懺,cam7,4.59鑑,崇,c,齒音,正齒近齒頭,全濁,,銜開2舒聲,am,咸,銜,鑑,去,開,2,開洪
3175,𪒠,,pong3,4.59鑑,幫,p,脣音,重脣音,全清,發聲,東開1舒聲,ong,通,東,東,平,開,1,獨洪
3176,梵,扶泛,huan7,4.60梵,奉,h,脣音,輕脣音,全濁,,凡合3舒聲,uan,咸,凡,范,去,合,3,合細
3177,汎,孚梵,huan3,4.60梵,敷,h,脣音,輕脣音,次清,送氣,凡合3舒聲,uan,咸,凡,范,去,合,3,合細
3178,劔,居欠,kiam3,4.60梵,見,k,牙音,牙音,全清,發聲,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3179,欠,去劒,khiam3,4.60梵,溪,kh,牙音,牙音,次清,送氣,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3180,俺,於劒,Øiam3,4.60梵,影,Ø,喉音,喉音,全清,發聲,嚴開3舒聲,iam,咸,嚴,釅,去,開,3,開細
3181,屋,烏谷,Øok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3182,獨,徒谷,tok8,5.01屋,定,t,舌音,舌頭音,全濁,,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3183,穀,古禄,kok4,5.01屋,見,k,牙音,牙音,全清,發聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3184,縠,胡谷,hok8,5.01屋,匣,h,喉音,喉音,全濁,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3185,哭,空谷,khok4,5.01屋,溪,kh,牙音,牙音,次清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3186,秃,他谷,thok4,5.01屋,透,th,舌音,舌頭音,次清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3187,𣫔,丁木,tok4,5.01屋,端,t,舌音,舌頭音,全清,發聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3188,速,桑谷,sok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3189,禄,盧谷,lok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3190,嗀,呼木,hok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3191,族,昨木,cok8,5.01屋,從,c,齒音,齒頭音,全濁,,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3192,瘯,千木,chok4,5.01屋,清,ch,齒音,齒頭音,次清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3193,鏃,作木,cok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3194,暴,蒲木,pok8,5.01屋,並,p,脣音,重脣音,全濁,,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3195,扑,普木,phok4,5.01屋,滂,ph,脣音,重脣音,次清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3196,卜,博木,pok4,5.01屋,幫,p,脣音,重脣音,全清,發聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3197,木,莫卜,bok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
3198,福,方六,hiok4,5.01屋,非,h,脣音,輕脣音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3202,逐,直六,tiok8,5.01屋,澄,t,舌音,舌上音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
3203,菊,居六,kiok4,5.01屋,見,k,牙音,牙音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3204,麴,驅匊,khiok4,5.01屋,溪,kh,牙音,牙音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3205,熟,殊六,siok8,5.01屋,禪,s,齒音,正齒近齒頭,全濁,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3206,俶,昌六,chiok4,5.01屋,昌,ch,齒音,正齒近舌上,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3207,育,余六,Øiok8,5.01屋,以,Ø,喉音,喉音,次濁,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3208,驧,渠竹,kiok8,5.01屋,群,k,牙音,牙音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
3209,鼀,七宿,chiok4,5.01屋,清,ch,齒音,齒頭音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3210,肉,如六,jiok8,5.01屋,日,j,半齒音,半齒,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3211,粥,之六,ciok4,5.01屋,章,c,齒音,正齒近舌上,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3214,竹,張六,tiok4,5.01屋,知,t,舌音,舌上音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3218,縬,側六,ciok4,5.01屋,莊,c,齒音,正齒近齒頭,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3219,蝮,芳福,hiok4,5.01屋,敷,h,脣音,輕脣音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3223,囿,于六,Øiok8,5.01屋,云,Ø,喉音,喉音,次濁,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3224,蓄,丑六,thiok4,5.01屋,徹,th,舌音,舌上音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
3225,砡,魚菊,giok8,5.01屋,疑,g,牙音,牙音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
3226,𣤶,才六,ciok8,5.01屋,從,c,齒音,齒頭音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
3227,沃,烏酷,Øok4,5.02沃,影,Ø,喉音,喉音,全清,發聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3228,毒,徒沃,tok8,5.02沃,定,t,舌音,舌頭音,全濁,,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3229,篤,冬毒,tok4,5.02沃,端,t,舌音,舌頭音,全清,發聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3230,酷,苦沃,khok4,5.02沃,溪,kh,牙音,牙音,次清,送氣,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3231,鵠,胡沃,hok8,5.02沃,匣,h,喉音,喉音,全濁,送氣,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3232,僕,蒲沃,pok8,5.02沃,並,p,脣音,重脣音,全濁,,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3233,洬,先篤,sok4,5.02沃,心,s,齒音,齒頭音,全清,送氣,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3234,梏,古沃,kok4,5.02沃,見,k,牙音,牙音,全清,發聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3235,瑁,莫沃,bok8,5.02沃,明,b,脣音,重脣音,次濁,收聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3236,熇,火酷,hok4,5.02沃,曉,h,喉音,喉音,次清,送氣,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3237,褥,内沃,lok8,5.02沃,泥,l,舌音,舌頭音,次濁,收聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3238,傶,將毒,cok4,5.02沃,精,c,齒音,齒頭音,全清,發聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3239,襮,博沃,pok4,5.02沃,幫,p,脣音,重脣音,全清,發聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3240,濼,盧毒,lok8,5.02沃,來,l,半舌音,半舌,次濁,收聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3241,𤛹,五沃,gok8,5.02沃,疑,g,牙音,牙音,次濁,收聲,冬開1促聲,ok,通,冬,沃,入,開,1,獨洪
3242,燭,之欲,ciok4,5.03燭,章,c,齒音,正齒近舌上,全清,發聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3243,玉,魚欲,giok8,5.03燭,疑,g,牙音,牙音,次濁,收聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3244,旭,許玉,hiok4,5.03燭,曉,h,喉音,喉音,次清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3245,輂,居玉,kiok4,5.03燭,見,k,牙音,牙音,全清,發聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3246,局,渠玉,kiok8,5.03燭,群,k,牙音,牙音,全濁,,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3247,蜀,市玉,siok8,5.03燭,禪,s,齒音,正齒近齒頭,全濁,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3248,觸,尺玉,chiok4,5.03燭,昌,ch,齒音,正齒近舌上,次清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3249,辱,而蜀,jiok8,5.03燭,日,j,半齒音,半齒,次濁,收聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3250,束,書玉,siok4,5.03燭,書,s,齒音,正齒近舌上,全清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3251,欲,余蜀,Øiok8,5.03燭,以,Ø,喉音,喉音,次濁,發聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3252,躅,直録,tiok8,5.03燭,澄,t,舌音,舌上音,全濁,,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3253,録,力玉,liok8,5.03燭,來,l,半舌音,半舌,次濁,收聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3254,曲,丘玉,khiok4,5.03燭,溪,kh,牙音,牙音,次清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3255,瘃,陟玉,tiok4,5.03燭,知,t,舌音,舌上音,全清,發聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3256,足,即玉,ciok4,5.03燭,精,c,齒音,齒頭音,全清,發聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3257,贖,神蜀,siok8,5.03燭,船,s,齒音,正齒近舌上,全濁,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3258,幞,房玉,hiok8,5.03燭,奉,h,脣音,輕脣音,全濁,,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3259,促,七玉,chiok4,5.03燭,清,ch,齒音,齒頭音,次清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3260,續,似足,siok8,5.03燭,邪,s,齒音,齒頭音,全濁,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3261,粟,相玉,siok4,5.03燭,心,s,齒音,齒頭音,全清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3262,䪁,封曲,hiok4,5.03燭,非,h,脣音,輕脣音,全清,發聲,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3263,梀,丑玉,thiok4,5.03燭,徹,th,舌音,舌上音,次清,送氣,鍾開3促聲,iok,通,鍾,燭,入,開,3,獨細
3264,覺,古岳,kak4,5.04覺,見,k,牙音,牙音,全清,發聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3265,嶽,五角,gak8,5.04覺,疑,g,牙音,牙音,次濁,收聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3266,浞,士角,cak8,5.04覺,崇,c,齒音,正齒近齒頭,全濁,,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3267,捉,側角,cak4,5.04覺,莊,c,齒音,正齒近齒頭,全清,發聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3268,朔,所角,sak4,5.04覺,生,s,齒音,正齒近齒頭,全清,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3269,斲,竹角,tak4,5.04覺,知,t,舌音,舌上音,全清,發聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3270,剥,北角,pak4,5.04覺,幫,p,脣音,重脣音,全清,發聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3271,邈,莫角,bak8,5.04覺,明,b,脣音,重脣音,次濁,收聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3272,雹,蒲角,pak8,5.04覺,並,p,脣音,重脣音,全濁,,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3273,璞,匹角,phak4,5.04覺,滂,ph,脣音,重脣音,次清,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3274,㱿,苦角,khak4,5.04覺,溪,kh,牙音,牙音,次清,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3275,濁,直角,tak8,5.04覺,澄,t,舌音,舌上音,全濁,,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3276,渥,於角,Øak4,5.04覺,影,Ø,喉音,喉音,全清,發聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3277,搦,女角,lak8,5.04覺,娘,l,舌音,舌上音,次濁,收聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3278,逴,敕角,thak4,5.04覺,徹,th,舌音,舌上音,次清,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3279,犖,吕角,lak8,5.04覺,來,l,半舌音,半舌,次濁,收聲,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3280,學,胡覺,hak8,5.04覺,匣,h,喉音,喉音,全濁,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3281,㕰,許角,hak4,5.04覺,曉,h,喉音,喉音,次清,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3282,娖,測角,chak4,5.04覺,初,ch,齒音,正齒近齒頭,次清,送氣,江開2促聲,ak,江,江,覺,入,開,2,獨洪
3283,質,之日,cit4,5.05質,章,c,齒音,正齒近舌上,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3284,日,人質,jit8,5.05質,日,j,半齒音,半齒,次濁,收聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3285,實,神質,sit8,5.05質,船,s,齒音,正齒近舌上,全濁,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3286,秩,直一,tit8,5.05質,澄,t,舌音,舌上音,全濁,,眞開3促聲,it,臻,眞,質,入,開,3,開細
3287,悉,息七,sit4,5.05質,心,s,齒音,齒頭音,全清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3288,一,於悉,Øit4,5.05質,影,Ø,喉音,喉音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3289,七,親吉,chit4,5.05質,清,ch,齒音,齒頭音,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3290,匹,譬吉,phit4,5.05質,滂,ph,脣音,重脣音,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3291,吉,居質,kit4,5.05質,見,k,牙音,牙音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3292,暱,尼質,lit8,5.05質,娘,l,舌音,舌上音,次濁,收聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3293,逸,夷質,Øit8,5.05質,以,Ø,喉音,喉音,次濁,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3294,詰,去吉,khit4,5.05質,溪,kh,牙音,牙音,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3295,欯,許吉,hit4,5.05質,曉,h,喉音,喉音,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3296,抶,丑栗,thit4,5.05質,徹,th,舌音,舌上音,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3297,栗,力質,lit8,5.05質,來,l,半舌音,半舌,次濁,收聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3298,窒,陟栗,tit4,5.05質,知,t,舌音,舌上音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3299,疾,秦悉,cit8,5.05質,從,c,齒音,齒頭音,全濁,,眞開3促聲,it,臻,眞,質,入,開,3,開細
3300,㓼,初栗,chit4,5.05質,初,ch,齒音,正齒近齒頭,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3301,失,式質,sit4,5.05質,書,s,齒音,正齒近舌上,全清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3302,堲,資悉,cit4,5.05質,精,c,齒音,齒頭音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3303,蜜,彌畢,bit8,5.05質,明,b,脣音,重脣音,次濁,收聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3304,必,卑吉,pit4,5.05質,幫,p,脣音,重脣音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3305,姞,巨乙,kong8,5.05質,群,k,牙音,牙音,全濁,,東開1舒聲,ong,通,東,董,上,開,1,獨洪
3306,邲,毗必,pit8,5.05質,並,p,脣音,重脣音,全濁,,眞開3促聲,it,臻,眞,質,入,開,3,開細
3307,䫻,于筆,Øit8,5.05質,云,Ø,喉音,喉音,次濁,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3308,率,所律,sut4,5.05質,生,s,齒音,正齒近齒頭,全清,送氣,諄合3促聲,ut,臻,諄,術,入,合,3,合細
3309,叱,昌栗,chit4,5.05質,昌,ch,齒音,正齒近舌上,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
3310,𪗨,仕叱,cit8,5.05質,崇,c,齒音,正齒近齒頭,全濁,,眞開3促聲,it,臻,眞,質,入,開,3,開細
3311,密,美畢,bit8,5.05質,明,b,脣音,重脣音,次濁,收聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3312,弼,房密,hit8,5.05質,奉,h,脣音,輕脣音,全濁,,眞開3促聲,it,臻,眞,質,入,開,3,開細
3313,乙,於筆,Øit4,5.05質,影,Ø,喉音,喉音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3314,耴,魚乙,gong8,5.05質,疑,g,牙音,牙音,次濁,收聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
3315,筆,鄙密,pit4,5.05質,幫,p,脣音,重脣音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3316,茁,徵筆,tit4,5.05質,知,t,舌音,舌上音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3317,肸,羲乙,hong4,5.05質,曉,h,喉音,喉音,次清,送氣,東開1舒聲,ong,通,東,董,上,開,1,獨洪
3318,曁,居乙,kong4,5.05質,見,k,牙音,牙音,全清,發聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
3319,蛭,丁悉,tit4,5.05質,端,t,舌音,舌頭音,全清,發聲,眞開3促聲,it,臻,眞,質,入,開,3,開細
3320,獝,況必,hit4,5.05質,曉,h,喉音,喉音,次清,送氣,眞開3促聲,it,臻,眞,質,入,開,3,開細
