識別號,漢字,切音,字韻,聲調,原資料拼音,舒促聲,聲,韻,調,拼音碼,雅俗通標音,十五音標音,常用度
303,奮,喜,君,上去,hun3,舒聲,h,un,3,hun3,君上去聲喜,君三喜,
304,糞,喜,君,上去,hun3,舒聲,h,un,3,hun3,君上去聲喜,君三喜,
305,爋,喜,君,上去,hun3,舒聲,h,un,3,hun3,君上去聲喜,君三喜,
306,不,邊,君,上入,put4,促聲,p,ut,4,put4,君上入聲邊,君四邊,
307,扒,邊,君,上入,put4,促聲,p,ut,4,put4,君上入聲邊,君四邊,
308,朳,邊,君,上入,put4,促聲,p,ut,4,put4,君上入聲邊,君四邊,
309,骨,求,君,上入,kut4,促聲,k,ut,4,kut4,君上入聲求,君四求,
310,榾,求,君,上入,kut4,促聲,k,ut,4,kut4,君上入聲求,君四求,
311,𥠳,求,君,上入,kut4,促聲,k,ut,4,kut4,君上入聲求,君四求,
312,窟,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
313,㵠,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
314,堀,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
315,詘,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
316,𡼿,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
317,屈,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
318,𦁐,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
319,𦜇,去,君,上入,khut4,促聲,kh,ut,4,khut4,君上入聲去,君四去,
320,㑁,地,君,上入,tut4,促聲,t,ut,4,tut4,君上入聲地,君四地,
321,咄,地,君,上入,tut4,促聲,t,ut,4,tut4,君上入聲地,君四地,
322,㤕,地,君,上入,tut4,促聲,t,ut,4,tut4,君上入聲地,君四地,
323,飿,地,君,上入,tut4,促聲,t,ut,4,tut4,君上入聲地,君四地,
324,昢,頗,君,上入,phut4,促聲,ph,ut,4,phut4,君上入聲頗,君四頗,
325,朏,頗,君,上入,phut4,促聲,ph,ut,4,phut4,君上入聲頗,君四頗,
326,𥩾,頗,君,上入,phut4,促聲,ph,ut,4,phut4,君上入聲頗,君四頗,
327,䭯,頗,君,上入,phut4,促聲,ph,ut,4,phut4,君上入聲頗,君四頗,
328,㛘,頗,君,上入,phut4,促聲,ph,ut,4,phut4,君上入聲頗,君四頗,
329,怵,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
330,𢬳,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
331,禿,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
332,頹,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
333,䠈,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
334,黜,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
335,痜,他,君,上入,thut4,促聲,th,ut,4,thut4,君上入聲他,君四他,
336,卒,曾,君,上入,tsut4,促聲,z,ut,4,zut4,君上入聲曾,君四曾,
337,倅,曾,君,上入,tsut4,促聲,z,ut,4,zut4,君上入聲曾,君四曾,
338,卆,曾,君,上入,tsut4,促聲,z,ut,4,zut4,君上入聲曾,君四曾,0.01
339,䘚,曾,君,上入,tsut4,促聲,z,ut,4,zut4,君上入聲曾,君四曾,0.01
340,捽,曾,君,上入,tsut4,促聲,z,ut,4,zut4,君上入聲曾,君四曾,
341,窋,曾,君,上入,tsut4,促聲,z,ut,4,zut4,君上入聲曾,君四曾,
342,率,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
343,恤,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
344,𠌭,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
345,䢦,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
346,戌,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
347,㖅,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
348,窣,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
349,卹,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
350,賉,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,0.01
351,帥,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
352,蟀,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
353,𩘱,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
354,𠞩,時,君,上入,sut4,促聲,s,ut,4,sut4,君上入聲時,君四時,
355,熨,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
356,菀,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
357,鬱,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
358,欝,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,0.01
359,叞,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,0.01
360,殟,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
361,𩑦,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
362,𢺴,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
363,𡨿,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
364,𩰪,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
365,𠝑,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
366,爩,英,君,上入,ut4,促聲,q,ut,4,qut4,君上入聲英,君四英,
367,魩,門,君,上入,but4,促聲,b,ut,4,but4,君上入聲門,君四門,
368,𡼘,語,君,上入,gut4,促聲,g,ut,4,gut4,君上入聲語,君四語,
369,矻,語,君,上入,gut4,促聲,g,ut,4,gut4,君上入聲語,君四語,
370,𤟎,語,君,上入,gut4,促聲,g,ut,4,gut4,君上入聲語,君四語,
371,出,出,君,上入,tshut4,促聲,c,ut,4,cut4,君上入聲出,君四出,
372,齣,出,君,上入,tshut4,促聲,c,ut,4,cut4,君上入聲出,君四出,
373,乀,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
374,弗,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
375,彿,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
376,佛,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
377,拂,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
378,𢂀,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
379,怫,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
380,咈,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
381,唿,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
382,綍,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
383,紼,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
384,紱,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
385,袚,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
386,韍,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,0.01
387,黻,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
388,祓,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
389,髴,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
390,惚,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
391,忽,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
392,囫,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
393,笏,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
394,甶,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
395,𡱽,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
396,𢝻,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
397,曶,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
398,䝆,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
399,𧰮,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,0.01
400,𩖼,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
401,颰,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,0.01
402,㪄,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
403,䬍,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
404,歘,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
405,艴,喜,君,上入,hut4,促聲,h,ut,4,hut4,君上入聲喜,君四喜,
406,輪,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
407,侖,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
408,倫,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
409,圇,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
410,崙,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
411,崘,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,0.01
412,掄,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
413,腀,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
414,綸,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
415,論,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
416,淪,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
417,㖮,柳,君,下平,lun5,舒聲,l,un,5,lun5,君下平聲柳,君五柳,
418,歕,邊,君,下平,pun5,舒聲,p,un,5,pun5,君下平聲邊,君五邊,0.01
419,群,求,君,下平,kun5,舒聲,k,un,5,kun5,君下平聲求,君五求,
420,宭,求,君,下平,kun5,舒聲,k,un,5,kun5,君下平聲求,君五求,
421,羣,求,君,下平,kun5,舒聲,k,un,5,kun5,君下平聲求,君五求,0.01
422,帬,求,君,下平,kun5,舒聲,k,un,5,kun5,君下平聲求,君五求,0.01
423,𢂽,求,君,下平,kun5,舒聲,k,un,5,kun5,君下平聲求,君五求,
424,裙,求,君,下平,kun5,舒聲,k,un,5,kun5,君下平聲求,君五求,
425,脣,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
426,唇,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,0.01
427,漘,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
428,豚,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
429,豘,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
430,屯,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
431,魨,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
432,臀,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
433,吨,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
434,軘,地,君,下平,tun5,舒聲,t,un,5,tun5,君下平聲地,君五地,
435,盆,頗,君,下平,phun5,舒聲,ph,un,5,phun5,君下平聲頗,君五頗,
436,葐,頗,君,下平,phun5,舒聲,ph,un,5,phun5,君下平聲頗,君五頗,
437,㖹,頗,君,下平,phun5,舒聲,ph,un,5,phun5,君下平聲頗,君五頗,
438,湓,頗,君,下平,phun5,舒聲,ph,un,5,phun5,君下平聲頗,君五頗,
439,坌,他,君,下平,thun5,舒聲,th,un,5,thun5,君下平聲他,君五他,
440,豚,他,君,下平,thun5,舒聲,th,un,5,thun5,君下平聲他,君五他,
441,䝍,他,君,下平,thun5,舒聲,th,un,5,thun5,君下平聲他,君五他,
442,黗,他,君,下平,thun5,舒聲,th,un,5,thun5,君下平聲他,君五他,
443,存,曾,君,下平,tsun5,舒聲,z,un,5,zun5,君下平聲曾,君五曾,
444,拵,曾,君,下平,tsun5,舒聲,z,un,5,zun5,君下平聲曾,君五曾,
445,逡,曾,君,下平,tsun5,舒聲,z,un,5,zun5,君下平聲曾,君五曾,
446,廵,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,0.01
447,侚,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
448,𠊫,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,0.01
449,偱,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
450,循,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
451,徇,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
452,狥,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,0.01
453,洵,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
454,淳,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
455,惇,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
456,恂,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
457,詢,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
458,旬,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
459,峋,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
460,珣,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
461,㡄,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
462,荀,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
463,郇,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
464,巡,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
465,犉,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
466,醇,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
467,鶉,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
468,馴,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
469,殉,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
470,䋸,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
471,槆,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
472,杊,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
473,純,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
474,焞,時,君,下平,sun5,舒聲,s,un,5,sun5,君下平聲時,君五時,
475,沄,英,君,下平,un5,舒聲,q,un,5,qun5,君下平聲英,君五英,
476,澐,英,君,下平,un5,舒聲,q,un,5,qun5,君下平聲英,君五英,
477,縜,英,君,下平,un5,舒聲,q,un,5,qun5,君下平聲英,君五英,
478,文,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
479,旻,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
480,雯,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
481,紋,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
482,捫,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
483,門,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
484,聞,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
485,䎹,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,0.01
486,穈,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
487,亹,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
488,𩑥,門,君,下平,bun5,舒聲,b,un,5,bun5,君下平聲門,君五門,
489,輑,語,君,下平,gun5,舒聲,g,un,5,gun5,君下平聲語,君五語,
490,犚,語,君,下平,gun5,舒聲,g,un,5,gun5,君下平聲語,君五語,
491,㑮,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
492,墳,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
493,幩,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
494,汾,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
495,渾,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
496,濆,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
497,枌,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
498,蕡,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
499,痕,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
500,瘒,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
501,羵,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
502,朌,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
503,頒,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,0.01
504,焚,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
505,緄,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
506,餛,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
507,魂,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
508,㮯,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
509,雲,喜,君,下平,hun5,舒聲,h,un,5,hun5,君下平聲喜,君五喜,
510,論,柳,君,下去,lun7,舒聲,l,un,7,lun7,君下去聲柳,君七柳,
511,崙,柳,君,下去,lun7,舒聲,l,un,7,lun7,君下去聲柳,君七柳,
512,崘,柳,君,下去,lun7,舒聲,l,un,7,lun7,君下去聲柳,君七柳,
513,笨,邊,君,下去,pun7,舒聲,p,un,7,pun7,君下去聲邊,君七邊,
514,㤓,邊,君,下去,pun7,舒聲,p,un,7,pun7,君下去聲邊,君七邊,
515,体,邊,君,下去,pun7,舒聲,p,un,7,pun7,君下去聲邊,君七邊,
516,𥭒,邊,君,下去,pun7,舒聲,p,un,7,pun7,君下去聲邊,君七邊,
517,郡,求,君,下去,kun7,舒聲,k,un,7,kun7,君下去聲求,君七求,
518,㖥,求,君,下去,kun7,舒聲,k,un,7,kun7,君下去聲求,君七求,
519,遁,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
520,腯,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
521,屯,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
522,偱,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
523,遯,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
524,沌,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
525,鈍,地,君,下去,tun7,舒聲,t,un,7,tun7,君下去聲地,君七地,
526,坉,他,君,下去,thun7,舒聲,th,un,7,thun7,君下去聲他,君七他,
527,銌,曾,君,下去,tsun7,舒聲,z,un,7,zun7,君下去聲曾,君七曾,
528,潤,入,君,下去,jun7,舒聲,j,un,7,jun7,君下去聲入,君七入,
529,㠈,入,君,下去,jun7,舒聲,j,un,7,jun7,君下去聲入,君七入,
530,閏,入,君,下去,jun7,舒聲,j,un,7,jun7,君下去聲入,君七入,
531,媆,入,君,下去,jun7,舒聲,j,un,7,jun7,君下去聲入,君七入,0.01
532,嫰,入,君,下去,jun7,舒聲,j,un,7,jun7,君下去聲入,君七入,
533,順,時,君,下去,sun7,舒聲,s,un,7,sun7,君下去聲時,君七時,
534,運,英,君,下去,un7,舒聲,q,un,7,qun7,君下去聲英,君七英,
535,暈,英,君,下去,un7,舒聲,q,un,7,qun7,君下去聲英,君七英,
536,緷,英,君,下去,un7,舒聲,q,un,7,qun7,君下去聲英,君七英,
537,鄆,英,君,下去,un7,舒聲,q,un,7,qun7,君下去聲英,君七英,
538,韻,英,君,下去,un7,舒聲,q,un,7,qun7,君下去聲英,君七英,0.01
539,韵,英,君,下去,un7,舒聲,q,un,7,qun7,君下去聲英,君七英,
540,問,門,君,下去,bun7,舒聲,b,un,7,bun7,君下去聲門,君七門,
541,們,門,君,下去,bun7,舒聲,b,un,7,bun7,君下去聲門,君七門,0.1
542,聞,門,君,下去,bun7,舒聲,b,un,7,bun7,君下去聲門,君七門,
543,悶,門,君,下去,bun7,舒聲,b,un,7,bun7,君下去聲門,君七門,
544,紊,門,君,下去,bun7,舒聲,b,un,7,bun7,君下去聲門,君七門,
545,汶,門,君,下去,bun7,舒聲,b,un,7,bun7,君下去聲門,君七門,
546,謴,語,君,下去,gun7,舒聲,g,un,7,gun7,君下去聲語,君七語,
547,𨥓,語,君,下去,gun7,舒聲,g,un,7,gun7,君下去聲語,君七語,
548,捘,出,君,下去,tshun7,舒聲,c,un,7,cun7,君下去聲出,君七出,
549,混,喜,君,下去,hun7,舒聲,h,un,7,hun7,君下去聲喜,君七喜,
550,俒,喜,君,下去,hun7,舒聲,h,un,7,hun7,君下去聲喜,君七喜,
551,分,喜,君,下去,hun7,舒聲,h,un,7,hun7,君下去聲喜,君七喜,
552,渾,喜,君,下去,hun7,舒聲,h,un,7,hun7,君下去聲喜,君七喜,
553,溷,喜,君,下去,hun7,舒聲,h,un,7,hun7,君下去聲喜,君七喜,
554,慁,喜,君,下去,hun7,舒聲,h,un,7,hun7,君下去聲喜,君七喜,
555,侓,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
556,律,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
557,𢫫,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
558,𢯰,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
559,嵂,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
560,膟,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
561,𥼁,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
562,繂,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
563,訥,柳,君,下入,lut8,促聲,l,ut,8,lut8,君下入聲柳,君八柳,
564,勃,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
565,侼,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
566,浡,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
567,渤,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
568,孛,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
569,郣,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
570,鵓,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
571,艴,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
572,𩗓,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
573,鋍,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
574,馞,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
575,𡋯,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
576,挬,邊,君,下入,put8,促聲,p,ut,8,put8,君下入聲邊,君八邊,
577,滑,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
578,愲,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
579,汩,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
580,崛,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
581,僪,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
582,倔,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
583,掘,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
584,猾,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
585,磆,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
586,鶻,求,君,下入,kut8,促聲,k,ut,8,kut8,君下入聲求,君八求,
587,𣮈,去,君,下入,khut8,促聲,kh,ut,8,khut8,君下入聲去,君八去,
588,淈,去,君,下入,khut8,促聲,kh,ut,8,khut8,君下入聲去,君八去,
589,㭾,去,君,下入,khut8,促聲,kh,ut,8,khut8,君下入聲去,君八去,
590,突,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
591,揬,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
592,𠊲,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
593,𡼿,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
594,朮,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
595,秫,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
596,凸,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
597,祋,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,0.01
598,嚉,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
599,咄,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
600,淈,地,君,下入,tut8,促聲,t,ut,8,tut8,君下入聲地,君八地,
