識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,上字表識別號,聲母,聲母拼音碼,發音部位,清濁,發送收,下字表識別號,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註
3119,古蹔,kam3,𪉦,4.54闞,4,𪉦,2,1,見,k,牙音,全清,發聲,331,闞開1,am,去,3,,,,
3120,呼濫,ham3,𧵊,4.54闞,5,𧵊蘫䖔,4,36,曉,h,喉音,次清,送氣,331,闞開1,am,去,3,,,,
3121,下瞰,ham7,憨,4.54闞,6,憨㺖譀䗣䐄𤎡,7,37,匣,h,喉音,全濁,送氣,331,闞開1,am,去,7,,,,
3122,徒濫,tam7,憺,4.54闞,7,憺惔澹腅淡啗啖倓,8,7,定,t,舌頭音,全濁,,331,闞開1,am,去,7,,,,
3123,藏濫,cam7,暫,4.54闞,8,暫蹔鏨,3,23,從,c,齒頭音,全濁,,331,闞開1,am,去,7,,,,
3124,都濫,tam3,擔,4.54闞,9,擔甔,2,5,端,t,舌頭音,全清,發聲,331,闞開1,am,去,3,,,,
3125,蘇暫,sam3,三,4.54闞,10,三,1,24,心,s,齒頭音,全清,送氣,331,闞開1,am,去,3,,,,
3126,以贍,Øiam7,豔,4.55豔,1,豔艶爓焰焱𢴵鹽𤅸灩,11,39,喻,Ø,喉音,次濁,發聲,335,豔開4,iam,去,7,,,灧,
3127,時豔,siam7,贍,4.55豔,2,贍,1,34,禪,s,正齒近舌上,全濁,,335,豔開4,iam,去,7,,,,
3128,而豔,jiam7,染,4.55豔,3,染髯,2,41,日,j,半齒,次濁,收聲,335,豔開4,iam,去,7,,,,
3129,於豔,Øiam3,厭,4.55豔,4,厭𢜰猒饜嬮,6,35,影,Ø,喉音,全清,發聲,335,豔開4,iam,去,3,,,,
3130,方驗,hiam3,窆,4.55豔,5,窆砭,2,17,非,h,輕脣音,全清,發聲,335,豔開4,iam,去,3,,,,
3131,魚窆,giam7,驗,4.55豔,6,驗噞𣄝,4,4,疑,g,牙音,次濁,收聲,335,豔開4,iam,去,7,,,,
3132,舒贍,siam3,閃,4.55豔,7,閃煔苫掞,4,33,審,s,正齒近舌上,全清,送氣,335,豔開4,iam,去,3,,,,
3133,子豔,ciam3,𡄑,4.55豔,8,𡄑,2,21,精,c,齒頭音,全清,發聲,335,豔開4,iam,去,3,,,,
3134,七豔,chiam3,壍,4.55豔,9,壍塹槧嬱,4,22,清,ch,齒頭音,次清,送氣,335,豔開4,iam,去,3,,,,
3135,力驗,liam7,殮,4.55豔,10,殮斂瀲爁𧸘𩅼獫,9,40,來,l,半舌,次濁,收聲,335,豔開4,iam,去,7,,,,
3136,丑豔,thiam3,覘,4.55豔,11,覘䀡,2,10,徹,th,舌上音,次清,送氣,335,豔開4,iam,去,3,,,,
3137,昌豔,chiam3,䠨,4.55豔,12,䠨幨襜裧韂䪜㙴䦲,8,31,穿,ch,正齒近舌上,次清,送氣,335,豔開4,iam,去,3,,,,
3138,於驗,Øiam3,𢜰,4.55豔,13,𢜰俺,3,35,影,Ø,喉音,全清,發聲,335,豔開4,iam,去,3,,,,
3139,慈豔,ciam7,潛,4.55豔,14,潛,1,23,從,c,齒頭音,全濁,,335,豔開4,iam,去,7,,,,
3140,章豔,ciam3,占,4.55豔,15,占,1,30,照,c,正齒近舌上,全清,發聲,335,豔開4,iam,去,3,,,,
3141,他念,thiam3,㮇,4.56𣕊,1,㮇舚忝𨸱煔㐁,7,6,透,th,舌頭音,次清,送氣,339,㮇開3,iam,去,3,,,,
3142,奴店,niam7,念,4.56𣕊,2,念𦁇,3,8,泥,n,舌頭音,次濁,收聲,339,㮇開3,iam,去,7,,,,
3143,都念,tiam3,店,4.56𣕊,3,店坫沾痁墊𩅀唸㝪埝𦒻䀡,13,5,端,t,舌頭音,全清,發聲,339,㮇開3,iam,去,3,,,(惦),
3144,先念,siam3,䃸,4.56𣕊,4,䃸䆎,2,24,心,s,齒頭音,全清,送氣,339,㮇開3,iam,去,3,,,,
3145,徒念,tiam7,磹,4.56𣕊,5,磹㼭,2,7,定,t,舌頭音,全濁,,339,㮇開3,iam,去,7,,,,
3146,紀念,kiam3,趝,4.56𣕊,6,趝,1,1,見,k,牙音,全清,發聲,339,㮇開3,iam,去,3,,,,
3147,於念,Øiam3,酓,4.56𣕊,7,酓,1,35,影,Ø,喉音,全清,發聲,339,㮇開3,iam,去,3,,,,
3148,子念,ciam3,僭,4.56𣕊,8,僭,1,21,精,c,齒頭音,全清,發聲,339,㮇開3,iam,去,3,,,,
3149,漸念,ciam7,䁮,4.56𣕊,9,䁮,1,23,從,c,齒頭音,全濁,,339,㮇開3,iam,去,7,,,,
3150,古念,kiam3,兼,4.56𣕊,10,兼䱤,2,1,見,k,牙音,全清,發聲,339,㮇開3,iam,去,3,,,[搛],
3151,苦念,khiam3,傔,4.56𣕊,11,傔,1,2,溪,kh,牙音,次清,送氣,339,㮇開3,iam,去,3,,,,
3152,力念,liam7,稴,4.56𣕊,12,稴,1,40,來,l,半舌,次濁,收聲,339,㮇開3,iam,去,7,,,,
3153,魚欠,giam7,釅,4.57釅,1,釅𪙊,3,4,疑,g,牙音,次濁,收聲,351,釅開3,iam,去,7,,,,
3154,許欠,hiam3,脅,4.57釅,2,脅姭,2,36,曉,h,喉音,次清,送氣,351,釅開3,iam,去,3,,,,
3155,丘釅,khiam3,㪁,4.57釅,3,㪁𤬯,3,2,溪,kh,牙音,次清,送氣,351,釅開3,iam,去,3,,,,
3156,亡劒,biam7,𦲯,4.57釅,4,𦲯,2,20,微,b,輕脣音,次濁,收聲,351,釅開3,iam,去,7,,,(𦱏),
3157,戸韽,ham7,陷,4.58陷,1,陷䱤臽䐄錎,5,37,匣,h,喉音,全濁,送氣,343,陷開2,am,去,7,,,,
3158,於陷,Øam3,韽,4.58陷,2,韽𤟟淊揞,5,35,影,Ø,喉音,全清,發聲,343,陷開2,am,去,3,,,,
3159,莊陷,cam3,蘸,4.58陷,3,蘸,1,26,莊,c,正齒近齒頭,全清,發聲,343,陷開2,am,去,3,,,,
3160,陟陷,tam3,𪉜,4.58陷,4,𪉜站𣳤,5,9,知,t,舌上音,全清,發聲,343,陷開2,am,去,3,,,,
3161,口陷,kham3,歉,4.58陷,5,歉䫡,2,2,溪,kh,牙音,次清,送氣,343,陷開2,am,去,3,,,,
3162,佇陷,tam7,𧸖,4.58陷,6,𧸖詀譧,4,11,澄,t,舌上音,全濁,,343,陷開2,am,去,7,?,,(賺)站?,
3163,仕陷,cam7,儳,4.58陷,7,儳𨼮䪌,4,28,床,c,正齒近齒頭,全濁,,343,陷開2,am,去,7,,,,
3164,公陷,kam3,𪉦,4.58陷,8,𪉦䫡,3,1,見,k,牙音,全清,發聲,343,陷開2,am,去,3,,,,
3165,尼賺,nam7,諵,4.58陷,9,諵,1,12,娘,n,舌上音,次濁,收聲,343,陷開2,am,去,7,,,,
3166,玉陷,gam7,顑,4.58陷,10,顑,1,4,疑,g,牙音,次濁,收聲,343,陷開2,am,去,7,,,,
3167,格懺,kam3,鑑,4.59鑑,1,鑑鑒監𥌈㔋,6,1,見,k,牙音,全清,發聲,347,鑑開2,am,去,3,,,,
3168,楚鑑,cham3,懺,4.59鑑,2,懺儳摲𤮭㺖嚵,7,27,初,ch,正齒近齒頭,次清,送氣,347,鑑開2,am,去,3,,,,
3169,子鑑,cam3,覱,4.59鑑,3,覱𩈻𩅼,5,21,精,c,齒頭音,全清,發聲,347,鑑開2,am,去,3,,,,
3170,所鑑,sam3,釤,4.59鑑,4,釤䀐㣌,3,29,疏,s,正齒近齒頭,全清,發聲,347,鑑開2,am,去,3,,,,
3171,許鑑,ham3,㒈,4.59鑑,5,㒈譀闞,3,36,曉,h,喉音,次清,送氣,347,鑑開2,am,去,3,,,,
3172,蒲鑑,pam7,埿,4.59鑑,6,埿湴,2,15,並,p,重脣音,全濁,,347,鑑開2,am,去,7,,,,
3173,胡懺,ham7,㽉,4.59鑑,7,㽉㯺,2,37,匣,h,喉音,全濁,送氣,347,鑑開2,am,去,7,,,,
3174,士懺,cam7,鑱,4.59鑑,8,鑱䪌欃䳻讒艬,6,28,床,c,正齒近齒頭,全濁,,347,鑑開2,am,去,7,,,,
3175,,kong3,𪒠,4.59鑑,9,𪒠,2,1,見,k,牙音,全清,發聲,1,東開1,ong,去,3,,,,
3176,扶泛,huan7,梵,4.60梵,1,梵帆颿,3,19,奉,h,輕脣音,全濁,,355,范合3,uan,去,7,,,,
3177,孚梵,huan3,汎,4.60梵,2,汎泛𠆩䀀𥁔氾䒦姂,10,18,敷,h,輕脣音,次清,送氣,355,范合3,uan,去,3,,,,
3178,居欠,kiam3,劔,4.60梵,3,劔,1,1,見,k,牙音,全清,發聲,351,釅開3,iam,去,3,,,(劍),
3179,去劒,khiam3,欠,4.60梵,4,欠㐸,2,2,溪,kh,牙音,次清,送氣,351,釅開3,iam,去,3,,,,
3180,於劒,Øiam3,俺,4.60梵,5,俺㤿淹𦑎㛪裺䛳覎,9,35,影,Ø,喉音,全清,發聲,351,釅開3,iam,去,3,,,,
3181,烏谷,Øok4,屋,5.01屋,1,屋𡲃𦤼剭𨜘𪑱䑁,11,35,影,Ø,喉音,全清,發聲,4,屋開1,ok,入,4,,,,
3182,徒谷,tok8,獨,5.01屋,2,獨黷讟髑䫳殰讀櫝牘儥㾄贕碡䢱䮷皾𤟩襡韣瓄瀆𨽍豄韇嬻犢𪇆罜㒔匵,33,7,定,t,舌頭音,全濁,,4,屋開1,ok,入,8,,,,
3183,古禄,kok4,穀,5.01屋,3,穀糓轂榖濲谷瑴𪇗𣨍𪕸䜼𧣡䐨𤞞𥆌䀰唂,23,1,見,k,牙音,全清,發聲,4,屋開1,ok,入,4,,,,
3184,胡谷,hok8,縠,5.01屋,4,縠槲斛螜𧂔礐觳蔛𣫈𣹬䶜㽇䈸焀,17,37,匣,h,喉音,全濁,送氣,4,屋開1,ok,入,8,,,,
3185,空谷,khok4,哭,5.01屋,5,哭䍍㲉𪍠䧊䵈㲄𣫓,10,2,溪,kh,牙音,次清,送氣,4,屋開1,ok,入,4,𪍠原作⿹𣪊麥,𪍠麥居左下,,
3186,他谷,thok4,秃,5.01屋,6,秃𣬜䛢𢬳鵚,7,6,透,th,舌頭音,次清,送氣,4,屋開1,ok,入,4,,,(禿),
3187,丁木,tok4,𣫔,5.01屋,7,𣫔啄䐁𡰪𧞐𢽴竺剢,12,5,端,t,舌頭音,全清,發聲,4,屋開1,ok,入,4,改豰,,,
3188,桑谷,sok4,速,5.01屋,8,速遬𧫣蔌餗𩱖𨄞樕𣫎㑛梀𪋝藗殐嗽𡖯棴涑,24,24,心,s,齒頭音,全清,送氣,4,屋開1,ok,入,4,,,觫簌,
3189,盧谷,lok8,禄,5.01屋,9,禄鹿漉渌觻睩䚄龣𨏔轆㼾𦪇琭簏箓螰䍡麓㯟碌盝𥂖䮽磟簶𧌍谷娽𥉶摝𥛞𦌟𥂇𤽺廘角𥪋彔濼鏕趢䎑𨌠㪖𩅄蔍鄜,59,40,來,l,半舌,次濁,收聲,4,屋開1,ok,入,8,,,(祿)(淥)(甪)簏,
3190,呼木,hok4,嗀,5.01屋,10,嗀豰熇𦞦𧹲㷤嚛,9,36,曉,h,喉音,次清,送氣,4,屋開1,ok,入,4,,,,
3191,昨木,cok8,族,5.01屋,11,族銼鑿,3,23,從,c,齒頭音,全濁,,4,屋開1,ok,入,8,,,,
3192,千木,chok4,瘯,5.01屋,12,瘯䃚蔟趗梀簇,6,22,清,ch,齒頭音,次清,送氣,4,屋開1,ok,入,4,,,,
3193,作木,cok4,鏃,5.01屋,13,鏃鎐,2,21,精,c,齒頭音,全清,發聲,4,屋開1,ok,入,4,,,,
3194,蒲木,pok8,暴,5.01屋,14,暴曝瀑䗱㲫樸僕䑑𥐁菐𡕡穙,14,15,並,p,重脣音,全濁,,4,屋開1,ok,入,8,𤎀??菐,,,
3195,普木,phok4,扑,5.01屋,15,扑醭濼墣𥣜𪔿攴撲骲𪐙䴆,14,14,滂,ph,重脣音,次清,送氣,4,屋開1,ok,入,4,,,,
3196,博木,pok4,卜,5.01屋,16,卜濮䧤轐𡡐樸獛蹼纀襆𩯏䪁鳪𪇰,17,13,幫,p,重脣音,全清,發聲,4,屋開1,ok,入,4,,,,
3197,莫卜,mok8,木,5.01屋,17,木沐朷毣鶩霂𨍎㡔蓩艒鞪楘蚞,14,16,明,m,重脣音,次濁,收聲,4,屋開1,ok,入,8,13?,,,
3198,方六,hiok4,福,5.01屋,18,福腹複幅輻𠋩葍蝠𥳇鍑鶝踾輹菐偪楅𦿁,20,17,非,h,輕脣音,全清,發聲,8,屋開3,iok,入,4,𠋩原作⿰亻复,,,
3199,房六,hiok8,伏,5.01屋,19,伏復虙服𦨈茯馥鵩鞴蕧輹𨋩澓椱洑箙𩋟𨌥𤸑𪃃𩢰𥨍棴复畐𩊙絥𩎧菔匐鰒𥪋栿,44,19,奉,h,輕脣音,全濁,,8,屋開3,iok,入,8,,,[袱],
3200,所六,siok4,縮,5.01屋,20,縮莤𩘹𧼭樎謖䎘㩋蹜摍𧐴摵謏,16,29,疏,s,正齒近齒頭,全清,發聲,8,屋開3,iok,入,4,𧽏从叜,,𧽏,
3201,力竹,liok8,六,5.01屋,21,六陸戮剹勠稑穋鵱蓼𦾷𩣱鯥𦸐磟𧌉淕䡜坴𡴆踛僇𥚊,28,40,來,l,半舌,次濁,收聲,8,屋開3,iok,入,8,,,,
3202,直六,tiok8,逐,5.01屋,22,逐軸碡妯舳鱁𧏿筑蓫柚䮱篴,13,11,澄,t,舌上音,全濁,,8,屋開3,iok,入,8,,,,
3203,居六,kiok4,菊,5.01屋,23,菊鞠蘜𧃓㥌𡙳掬匊𥷤𦶗鞫𡫬𥩁㹼𪈓鵴𨸰㘲㽤䱡椈巈臼䳔𩛺諊𩬜踘閰𣐊𧿻泦趜,45,1,見,k,牙音,全清,發聲,8,屋開3,iok,入,4,,,,
3204,驅匊,khiok4,麴,5.01屋,24,麴𥶶𩍔鞠𠤄,8,2,溪,kh,牙音,次清,送氣,8,屋開3,iok,入,4,,,(麯),
3205,殊六,siok8,熟,5.01屋,25,熟孰淑塾𨷙璹婌䃞,9,34,禪,s,正齒近舌上,全濁,,8,屋開3,iok,入,8,,,,
3206,昌六,chiok4,俶,5.01屋,26,俶柷琡𣥹埱,6,31,穿,ch,正齒近舌上,次清,送氣,8,屋開3,iok,入,4,,,,
3207,余六,Øiok8,育,5.01屋,27,育毓鬻粥𩱱䋭𧷗儥棛錥煜焴昱蒮淯蜟𢌻堉喅𤳕𥉑逳𦱀蘛,30,39,喻,Ø,喉音,次濁,發聲,8,屋開3,iok,入,8,,,,
3208,渠竹,khiok8,驧,5.01屋,28,驧𩣽趜䱡鵴𪁁鞠毱䗇踘䜯𠤄,15,3,群,kh,牙音,全濁,,8,屋開3,iok,入,8,,,,
3209,七宿,chiok4,鼀,5.01屋,29,鼀蹴殧,3,22,清,ch,齒頭音,次清,送氣,8,屋開3,iok,入,4,,,,
3210,如六,jiok8,肉,5.01屋,30,肉衄鮞,3,41,日,j,半齒,次濁,收聲,8,屋開3,iok,入,8,,,朒,
3211,之六,ciok4,粥,5.01屋,31,粥喌祝柷琡,5,30,照,c,正齒近舌上,全清,發聲,8,屋開3,iok,入,4,,,,
3212,式竹,siok4,叔,5.01屋,32,叔儵倐透虪𨁀鮛掓𢞣翛尗菽㶖,15,33,審,s,正齒近舌上,全清,送氣,8,屋開3,iok,入,4,,,(倏),
3213,許竹,hiok4,蓄,5.01屋,33,蓄稸畜𤲸㜅鄐荲蓫慉𥈆,12,36,曉,h,喉音,次清,送氣,8,屋開3,iok,入,4,缺⿱玆田,,,
3214,張六,tiok4,竹,5.01屋,34,竹竺筑築𥴁茿,7,9,知,t,舌上音,全清,發聲,8,屋開3,iok,入,4,,,,
3215,子六,ciok4,蹙,5.01屋,35,蹙踧𧑙𠴫㗤噈摵槭殧𣤶𥷛縬𣢰𦟠顣䙘蹴,23,21,精,c,齒頭音,全清,發聲,8,屋開3,iok,入,4,,,,
3216,初六,chiok4,珿,5.01屋,36,珿矗𪘏𨴖𧯩䎌,9,27,初,ch,正齒近齒頭,次清,送氣,8,屋開3,iok,入,4,,,,
3217,女六,niok8,肭,5.01屋,37,肭恧𦗂忸衄䖡䂇沑,9,12,娘,n,舌上音,次濁,收聲,8,屋開3,iok,入,8,,,,
3218,側六,ciok4,縬,5.01屋,38,縬𡎺,3,26,莊,c,正齒近齒頭,全清,發聲,8,屋開3,iok,入,4,,𡎺??,,
3219,芳福,hiok4,蝮,5.01屋,39,蝮覆蕧𩯅副㙏𥨍䔰,10,18,敷,h,輕脣音,次清,送氣,8,屋開3,iok,入,4,,,,
3220,於六,Øiok4,郁,5.01屋,40,郁戫彧燠栯噢墺䐿薁澳隩䉛𣢜𨞓𪑝稶懊㰲𠸹𨪎,25,35,影,Ø,喉音,全清,發聲,8,屋開3,iok,入,4,,,,
3221,息逐,siok4,肅,5.01屋,41,肅宿蓿夙𠉦𠈇玊鷫𪂸蟰驌䎘𩘹鱐䃤𤥔潚橚㩋䑿㑉璛㪩,28,24,心,s,齒頭音,全清,送氣,8,屋開3,iok,入,4,𪄑左上灾,,,
3222,莫六,miok8,目,5.01屋,42,目睦穆苜𦱒牧㙁繆萺㣎㾇,12,16,明,m,重脣音,次濁,收聲,8,屋開3,iok,入,8,,,(坶),
3223,于六,Øiok8,囿,5.01屋,43,囿哊,2,38,為,Ø,喉音,次濁,發聲,8,屋開3,iok,入,8,,,,
3224,丑六,thiok4,蓄,5.01屋,44,蓄稸滀苖荲蓫敊傗鄐矗,10,10,徹,th,舌上音,次清,送氣,8,屋開3,iok,入,4,,,[搐]畜,
3225,魚菊,giok8,砡,5.01屋,45,砡,1,4,疑,g,牙音,次濁,收聲,8,屋開3,iok,入,8,,,,
3226,才六,ciok8,𣤶,5.01屋,46,𣤶,2,23,從,c,齒頭音,全濁,,8,屋開3,iok,入,8,,,,
3227,烏酷,Øok4,沃,5.02沃,1,沃鋈鱟䑁䁷觷䮸,7,35,影,Ø,喉音,全清,發聲,12,沃開1,ok,入,4,,,,
3228,徒沃,tok8,毒,5.02沃,2,毒𡹆𦺇蝳瑇纛𢃶碡,11,7,定,t,舌頭音,全濁,,12,沃開1,ok,入,8,,,𡴛,
3229,冬毒,tok4,篤,5.02沃,3,篤竺督𧝴𧛔𧞶錖𤬂𥓍裻𡰪,17,5,端,t,舌頭音,全清,發聲,12,沃開1,ok,入,4,,,,
3230,苦沃,khok4,酷,5.02沃,4,酷焅𥞴嚳硞𡷥,8,2,溪,kh,牙音,次清,送氣,12,沃開1,ok,入,4,,,,
3231,胡沃,hok8,鵠,5.02沃,5,鵠㿥翯隺𤌍頶𨴬礐,10,37,匣,h,喉音,全濁,送氣,12,沃開1,ok,入,8,,,,
3232,蒲沃,pok8,僕,5.02沃,6,僕瞨鏷䗱轐䴆,6,15,並,p,重脣音,全濁,,12,沃開1,ok,入,8,瞨??,,䑑,
3233,先篤,sok4,洬,5.02沃,7,洬裻,2,24,心,s,齒頭音,全清,送氣,12,沃開1,ok,入,4,,,,
3234,古沃,kok4,梏,5.02沃,8,梏牿䧼䅵告郜祰䧊䶜,9,1,見,k,牙音,全清,發聲,12,沃開1,ok,入,4,,,,
3235,莫沃,mok8,瑁,5.02沃,9,瑁𣔺媢艒萺,6,16,明,m,重脣音,次濁,收聲,12,沃開1,ok,入,8,,,,
3236,火酷,hok4,熇,5.02沃,10,熇臛嚛歊,4,36,曉,h,喉音,次清,送氣,12,沃開1,ok,入,4,,,,
3237,内沃,nok8,褥,5.02沃,11,褥傉耨搙,4,8,泥,n,舌頭音,次濁,收聲,12,沃開1,ok,入,8,,,,
3238,將毒,cok4,傶,5.02沃,12,傶𣪻錊,4,21,精,c,齒頭音,全清,發聲,12,沃開1,ok,入,4,,,,
3239,博沃,pok4,襮,5.02沃,13,襮犦𪇰,4,13,幫,p,重脣音,全清,發聲,12,沃開1,ok,入,4,,,,
3240,盧毒,lok8,濼,5.02沃,14,濼,1,40,來,l,半舌,次濁,收聲,12,沃開1,ok,入,8,,,,
3241,五沃,gok8,𤛹,5.02沃,15,𤛹,2,4,疑,g,牙音,次濁,收聲,12,沃開1,ok,入,8,,,,
3242,之欲,ciok4,燭,5.03燭,1,燭屬属矚䌵囑鸀䟉㰲噣蠾韣蠋,13,30,照,c,正齒近舌上,全清,發聲,16,燭開3,iok,入,4,缺走屬、韋屬,,,
3243,魚欲,giok8,玉,5.03燭,2,玉獄鳿頊,4,4,疑,g,牙音,次濁,收聲,16,燭開3,iok,入,8,,,[鈺],
3244,許玉,hiok4,旭,5.03燭,3,旭頊勗𩔴𩪉,7,36,曉,h,喉音,次清,送氣,16,燭開3,iok,入,4,,,(勖),
3245,居玉,kiok4,輂,5.03燭,4,輂絭鋦挶𦥑梮䡞㮂䋰拲𦅽𧤑,15,1,見,k,牙音,全清,發聲,16,燭開3,iok,入,4,,,,
3246,渠玉,khiok8,局,5.03燭,5,局跼駶侷䎤,5,3,群,kh,牙音,全濁,,16,燭開3,iok,入,8,,,,
3247,市玉,siok8,蜀,5.03燭,6,蜀韣蠾欘䙱襩㒔襡屬属㻿鐲,12,34,禪,s,正齒近舌上,全濁,,16,燭開3,iok,入,8,,,,
3248,尺玉,chiok4,觸,5.03燭,7,觸觕歜臅,4,31,穿,ch,正齒近舌上,次清,送氣,16,燭開3,iok,入,4,,,,
3249,而蜀,jiok8,辱,5.03燭,8,辱蓐褥鄏縟溽㦺媷嗕𪑾𩱜,13,41,日,j,半齒,次濁,收聲,16,燭開3,iok,入,8,,,,
3250,書玉,siok4,束,5.03燭,9,束㑛,2,33,審,s,正齒近舌上,全清,送氣,16,燭開3,iok,入,4,,,,
3251,余蜀,Øiok8,欲,5.03燭,10,欲浴鵒𩀑鋊輍慾𤞞谷,11,39,喻,Ø,喉音,次濁,發聲,16,燭開3,iok,入,8,,,(峪),
3252,直録,tiok8,躅,5.03燭,11,躅蠾蠋,3,11,澄,t,舌上音,全濁,,16,燭開3,iok,入,8,,,,
3253,力玉,liok8,録,5.03燭,12,録渌䚄綠醁騄娽菉逯䱚籙碌䟿𧨹趢㫽㪖,18,40,來,l,半舌,次濁,收聲,16,燭開3,iok,入,8,,,(緑)(錄)(淥),
3254,丘玉,khiok4,曲,5.03燭,13,曲䱡䒼匤,4,2,溪,kh,牙音,次清,送氣,16,燭開3,iok,入,4,,,蛐髷,
3255,陟玉,tiok4,瘃,5.03燭,14,瘃𤷚孎斸钃欘𢒔,9,9,知,t,舌上音,全清,發聲,16,燭開3,iok,入,4,,,,
3256,即玉,ciok4,足,5.03燭,15,足哫,2,21,精,c,齒頭音,全清,發聲,16,燭開3,iok,入,4,,,,
3257,神蜀,siok8,贖,5.03燭,16,贖𩌮䴰,4,32,神,s,正齒近舌上,全濁,發聲,16,燭開3,iok,入,8,,,,
3258,房玉,hiok8,幞,5.03燭,17,幞襆,2,19,奉,h,輕脣音,全濁,,16,燭開3,iok,入,8,,,,
3259,七玉,chiok4,促,5.03燭,18,促誎趗𤗁𦠁㹱,8,22,清,ch,齒頭音,次清,送氣,16,燭開3,iok,入,4,-1,,,
3260,似足,siok8,續,5.03燭,19,續俗藚𩌮,5,25,邪,s,齒頭音,全濁,送氣,16,燭開3,iok,入,8,,,,
3261,相玉,siok4,粟,5.03燭,20,粟𥻆憟涑𣯼玊㔄,9,24,心,s,齒頭音,全清,送氣,16,燭開3,iok,入,4,,,,
3262,封曲,hiok4,䪁,5.03燭,21,䪁,1,17,非,h,輕脣音,全清,發聲,16,燭開3,iok,入,4,,,,
3263,丑玉,thiok4,梀,5.03燭,22,梀亍𥹵𧼙𢒔㙇豖,10,10,徹,th,舌上音,次清,送氣,16,燭開3,iok,入,4,,,,
3264,古岳,kak4,覺,5.04覺,1,覺斠角桷較䡈珏瑴䮸䚫榷捔搉䁷梏傕䮤龣,18,1,見,k,牙音,全清,發聲,20,覺開2,ak,入,4,,,(玨),
3265,五角,gak8,嶽,5.04覺,2,嶽岳樂鸑𩓥觷捳㹊,9,4,疑,g,牙音,次濁,收聲,20,覺開2,ak,入,8,,,,
3266,士角,cak8,浞,5.04覺,3,浞丵鋜灂鷟捔澩篧汋齺𢋱簎,13,28,床,c,正齒近齒頭,全濁,,20,覺開2,ak,入,8,𢋱原作⿱出⿳卜勹灬,,(鐲)(𨖮),
3267,側角,cak4,捉,5.04覺,4,捉穛𥼚穱斮篧𧂒,9,26,莊,c,正齒近齒頭,全清,發聲,20,覺開2,ak,入,4,,,,
3268,所角,sak4,朔,5.04覺,5,朔欶嗽矟槊蒴數箾𦂗㮶揱𦋞,14,29,疏,s,正齒近齒頭,全清,發聲,20,覺開2,ak,入,4,,,搠嗍,
3269,竹角,tak4,斲,5.04覺,6,斲涿諑㧻琢孎卓桌𥢔啄斀啅噣𢁁䐁倬晫𢽚菿,22,9,知,t,舌上音,全清,發聲,20,覺開2,ak,入,4,,,,
3270,北角,pak4,剥,5.04覺,7,剥駮駁𩐟𦢊嚗𥭖肑爆𪇰髉㿺䑈趵,18,13,幫,p,重脣音,全清,發聲,20,覺開2,ak,入,4,,,剝,
3271,莫角,mak8,邈,5.04覺,8,邈藐㦝眊皃毣瞀𢷕瞐,10,16,明,m,重脣音,次濁,收聲,20,覺開2,ak,入,8,,,,
3272,蒲角,pak8,雹,5.04覺,9,雹𩅟𢷏跑𩣡䮀骲𩺽䈏瓝瓟㼎謈犦豰窇𥭓𦢊懪㩧,26,15,並,p,重脣音,全濁,,20,覺開2,ak,入,8,𩅟原从目,,,
3273,匹角,phak4,璞,5.04覺,10,璞㩧樸朴㹒攴墣圤颮鞄謈𤆝𥛟㺪𧴤,18,14,滂,ph,重脣音,次清,送氣,20,覺開2,ak,入,4,,,,
3274,苦角,khak4,㱿,5.04覺,11,㱿毃愨搉確碻𤿩㲉觳燩嶨礐塙𣤇㊀硞𡴊埆𡇱,23,2,溪,kh,牙音,次清,送氣,20,覺開2,ak,入,4,缺⿰隺犬,,(殻)殼,㊀=H隺犬
3275,直角,tak8,濁,5.04覺,12,濁擢濯鵫嬥𧃔鐲𢺡㺟鸀蠗鸐𩑂𢢗𩆸㪬,21,11,澄,t,舌上音,全濁,,20,覺開2,ak,入,8,,,,
3276,於角,Øak4,渥,5.04覺,13,渥握偓箹幄楃喔鷽葯腛𪑱齷媉𦯏龏𠿟䮸,20,35,影,Ø,喉音,全清,發聲,20,覺開2,ak,入,4,,,,
3277,女角,nak8,搦,5.04覺,14,搦掉䚥𧢺搙𧣺,8,12,娘,n,舌上音,次濁,收聲,20,覺開2,ak,入,8,,,,
3278,敕角,thak4,逴,5.04覺,15,逴趠晫踔㪬,5,10,徹,th,舌上音,次清,送氣,20,覺開2,ak,入,4,,,(戳),
3279,吕角,lak8,犖,5.04覺,16,犖䃕𡁆,4,40,來,l,半舌,次濁,收聲,20,覺開2,ak,入,8,,,,
3280,胡覺,hak8,學,5.04覺,17,學确嶨𥀣鷽澩觷㿥翯,10,37,匣,h,喉音,全濁,送氣,20,覺開2,ak,入,8,,,,
3281,許角,hak4,㕰,5.04覺,18,㕰豿𩌥翯嗀𦰾謞瀥䤕滈,12,36,曉,h,喉音,次清,送氣,20,覺開2,ak,入,4,,,,
3282,測角,chak4,娖,5.04覺,19,娖䃗𪘏娕擉齱𥭓齪,10,27,初,ch,正齒近齒頭,次清,送氣,20,覺開2,ak,入,4,,,,
3283,之日,cit4,質,5.05質,1,質晊郅桎櫍蛭騭劕銍䑇鑕𡂒懫礩侄,16,30,照,c,正齒近舌上,全清,發聲,124,質開3,it,入,4,,,,
